X Y Z Reflectivity LaserID Timestamp 
-1.14 0.00 -0.30 2 0 2702951213
-24.84 0.10 0.43 8 1 2702951215
-1.39 0.01 -0.32 2 2 2702951218
-23.28 0.09 1.22 10 3 2702951220
-1.05 0.00 -0.20 100 4 2702951222
-22.01 0.09 1.93 5 5 2702951225
-10.38 0.04 -1.64 14 6 2702951227
-22.43 0.09 2.75 15 7 2702951229
-1.59 0.01 -0.19 89 8 2702951232
-24.85 0.10 3.94 3 9 2702951234
-18.73 0.08 -1.64 3 10 2702951236
-26.24 0.11 5.10 7 11 2702951238
-24.37 0.10 -1.28 4 12 2702951241
-22.13 0.09 5.11 3 13 2702951243
-20.86 0.08 -0.36 2 14 2702951245
-22.37 0.09 5.99 5 15 2702951248
-1.13 0.01 -0.30 2 0 2702951268
-31.10 0.23 0.54 6 1 2702951271
-1.37 0.01 -0.32 1 2 2702951273
-22.94 0.17 1.20 4 3 2702951275
-1.06 0.01 -0.21 100 4 2702951278
-10.37 0.08 -1.64 12 6 2702951282
-21.22 0.16 2.61 4 7 2702951285
-1.58 0.01 -0.19 86 8 2702951287
-24.91 0.19 3.95 3 9 2702951289
-18.75 0.14 -1.64 3 10 2702951291
-28.91 0.22 5.62 9 11 2702951294
-22.63 0.17 -1.19 4 12 2702951296
-22.07 0.17 5.10 3 13 2702951298
-23.35 0.18 -0.41 3 14 2702951301
-22.26 0.17 5.96 5 15 2702951303
-1.13 0.01 -0.30 2 0 2702951324
-24.53 0.27 0.43 3 1 2702951326
-1.38 0.02 -0.32 2 2 2702951328
-27.97 0.31 1.47 8 3 2702951331
-1.06 0.01 -0.21 100 4 2702951333
-26.37 0.29 2.31 12 5 2702951335
-10.35 0.11 -1.64 8 6 2702951338
-21.57 0.24 2.65 9 7 2702951340
-1.58 0.02 -0.19 92 8 2702951342
-25.29 0.28 4.01 3 9 2702951344
-18.77 0.21 -1.64 3 10 2702951347
-24.93 0.27 4.85 6 11 2702951349
-24.59 0.27 -1.29 10 12 2702951351
-22.03 0.24 5.09 3 13 2702951354
-33.47 0.37 -0.58 8 14 2702951356
-22.40 0.25 6.00 5 15 2702951358
-1.13 0.02 -0.30 2 0 2702951379
-24.53 0.36 0.43 7 1 2702951381
-1.38 0.02 -0.32 2 2 2702951384
-27.92 0.40 1.46 8 3 2702951386
-1.05 0.02 -0.20 100 4 2702951388
-26.35 0.38 2.31 17 5 2702951391
-10.33 0.15 -1.64 9 6 2702951393
