X Y Z Reflectivity LaserID Timestamp 
-1.12 0.01 -0.30 2 0 1672550427
-1.37 0.01 -0.32 2 2 1672550432
-1.06 0.01 -0.21 100 4 1672550437
-11.41 0.08 -1.81 6 6 1672550441
-1.59 0.01 -0.19 74 8 1672550446
-21.72 0.15 -1.90 5 10 1672550451
-1.14 0.01 -0.30 2 0 1672550483
-1.38 0.01 -0.32 2 2 1672550487
-1.06 0.01 -0.21 100 4 1672550492
-11.42 0.12 -1.81 7 6 1672550497
-1.59 0.02 -0.19 74 8 1672550501
-21.70 0.22 -1.90 5 10 1672550506
-1.14 0.02 -0.31 4 0 1672550538
-69.02 0.95 1.20 30 1 1672550540
-1.39 0.02 -0.32 2 2 1672550543
-1.06 0.01 -0.21 100 4 1672550547
-11.42 0.16 -1.81 6 6 1672550552
-1.58 0.02 -0.19 77 8 1672550556
-21.71 0.30 -1.90 5 10 1672550561
-38.91 0.54 -2.04 13 12 1672550566
-68.96 0.95 -1.20 41 14 1672550570
-1.12 0.02 -0.30 4 0 1672550593
-69.06 1.19 1.21 31 1 1672550596
-1.37 0.02 -0.32 2 2 1672550598
-1.06 0.02 -0.21 100 4 1672550603
-11.43 0.20 -1.81 6 6 1672550607
-1.59 0.03 -0.19 72 8 1672550612
-21.71 0.38 -1.90 5 10 1672550616
-38.84 0.67 -2.04 13 12 1672550621
-68.98 1.19 -1.20 83 14 1672550626
-1.12 0.02 -0.30 2 0 1672550649
-69.10 1.44 1.21 32 1 1672550651
-1.39 0.03 -0.32 2 2 1672550653
-1.06 0.02 -0.21 100 4 1672550658
-11.41 0.24 -1.81 6 6 1672550662
-1.59 0.03 -0.20 72 8 1672550667
-21.70 0.45 -1.90 5 10 1672550672
-38.84 0.81 -2.04 13 12 1672550676
-68.98 1.43 -1.20 100 14 1672550681
-1.12 0.03 -0.30 2 0 1672550704
-69.11 1.68 1.21 27 1 1672550706
-1.38 0.03 -0.32 2 2 1672550709
-1.06 0.03 -0.21 100 4 1672550713
-11.40 0.28 -1.81 6 6 1672550718
-1.60 0.04 -0.20 70 8 1672550722
-21.71 0.53 -1.90 7 10 1672550727
-38.89 0.94 -2.04 13 12 1672550732
-68.99 1.67 -1.20 7 14 1672550736
-1.15 0.03 -0.31 2 0 1672550759
-69.14 1.92 1.21 9 1 1672550762
-1.38 0.04 -0.32 2 2 1672550764
-1.07 0.03 -0.21 90 4 1672550768
-11.41 0.32 -1.81 6 6 1672550773
-1.60 0.04 -0.20 72 8 1672550778
-21.65 0.60 -1.90 20 10 1672550782
-39.03 1.08 -2.05 13 12 1672550787
-69.02 1.92 -1.21 10 14 1672550791
-1.15 0.04 -0.31 2 0 1672550815
-69.16 2.16 1.21 100 1 1672550817
-1.38 0.04 -0.32 2 2 1672550819
-1.06 0.03 -0.21 90 4 1672550824
-11.41 0.36 -1.81 6 6 1672550828
-1.58 0.05 -0.19 70 8 1672550833
-21.65 0.68 -1.89 17 10 1672550838
-69.03 2.16 -1.21 14 14 1672550847
-1.12 0.04 -0.30 2 0 1672550870
-69.17 2.40 1.21 79 1 1672550872
-1.39 0.05 -0.32 2 2 1672550874
-1.06 0.04 -0.21 92 4 1672550879
-11.42 0.40 -1.81 6 6 1672550884
-1.60 0.06 -0.20 70 8 1672550888
-21.69 0.75 -1.90 5 10 1672550893
-69.03 2.40 -1.21 20 14 1672550902
-1.14 0.04 -0.30 2 0 1672550925
-69.18 2.65 1.21 39 1 1672550927
-1.41 0.05 -0.33 2 2 1672550930
-1.06 0.04 -0.21 90 4 1672550934
-11.41 0.44 -1.81 6 6 1672550939
-1.59 0.06 -0.20 70 8 1672550944
-21.67 0.83 -1.90 5 10 1672550948
-39.22 1.50 -2.06 13 12 1672550953
-69.06 2.64 -1.21 24 14 1672550957
-1.13 0.05 -0.30 2 0 1672550980
-69.21 2.88 1.21 39 1 1672550983
-1.39 0.06 -0.32 2 2 1672550985
-1.06 0.04 -0.21 87 4 1672550990
-11.40 0.47 -1.81 6 6 1672550994
-1.60 0.07 -0.20 70 8 1672550999
-21.69 0.90 -1.90 5 10 1672551003
-69.09 2.87 -1.21 42 14 1672551013
-1.13 0.05 -0.30 2 0 1672551036
-69.22 3.12 1.21 39 1 1672551038
-1.38 0.06 -0.32 2 2 1672551040
-1.07 0.05 -0.21 81 4 1672551045
-11.40 0.51 -1.81 6 6 1672551050
-1.60 0.07 -0.20 68 8 1672551054
-21.70 0.98 -1.90 5 10 1672551059
-69.12 3.11 -1.21 63 14 1672551068
-1.14 0.06 -0.31 2 0 1672551091
-69.27 3.38 1.21 39 1 1672551093
-1.38 0.07 -0.32 2 2 1672551096
-1.06 0.05 -0.21 76 4 1672551100
-11.41 0.56 -1.81 7 6 1672551105
-1.59 0.08 -0.19 66 8 1672551109
-21.72 1.06 -1.90 5 10 1672551114
-39.60 1.93 -2.08 13 12 1672551119
-1.12 0.06 -0.30 2 0 1672551146
-1.38 0.07 -0.32 1 2 1672551151
-1.06 0.06 -0.21 81 4 1672551156
-11.40 0.60 -1.81 6 6 1672551160
-1.59 0.08 -0.20 68 8 1672551165
-21.72 1.13 -1.90 5 10 1672551169
-1.12 0.06 -0.30 2 0 1672551203
-1.39 0.08 -0.32 2 2 1672551207
-1.06 0.06 -0.21 71 4 1672551212
-11.39 0.63 -1.81 5 6 1672551216
-1.60 0.09 -0.20 68 8 1672551221
-21.72 1.21 -1.90 5 10 1672551226
-1.13 0.07 -0.30 2 0 1672551258
-1.39 0.08 -0.32 2 2 1672551262
-1.06 0.06 -0.21 68 4 1672551267
-11.38 0.67 -1.81 6 6 1672551272
-1.60 0.09 -0.20 64 8 1672551276
-21.70 1.28 -1.90 5 10 1672551281
-39.95 2.36 -2.10 14 12 1672551285
-1.12 0.07 -0.30 2 0 1672551313
-1.39 0.09 -0.32 2 2 1672551318
-1.07 0.07 -0.21 68 4 1672551322
-11.38 0.71 -1.81 6 6 1672551327
-1.58 0.10 -0.19 57 8 1672551332
-21.70 1.36 -1.90 5 10 1672551336
-39.80 2.50 -2.09 14 12 1672551341
-1.13 0.08 -0.30 2 0 1672551368
-1.39 0.09 -0.32 2 2 1672551373
-1.07 0.07 -0.21 68 4 1672551378
-11.38 0.75 -1.81 6 6 1672551382
-1.58 0.10 -0.19 52 8 1672551387
-21.70 1.44 -1.90 5 10 1672551391
-1.16 0.08 -0.31 2 0 1672551424
-1.39 0.10 -0.32 2 2 1672551428
