X Y Z Reflectivity LaserID Timestamp 
-1.15 0.01 -0.31 2 0 676158554
-1.41 0.01 -0.32 2 2 676158558
-1.06 0.01 -0.21 100 4 676158563
-11.54 0.06 -1.83 4 6 676158568
-1.59 0.01 -0.19 100 8 676158572
-22.30 0.12 -1.95 5 10 676158577
-1.13 0.01 -0.30 2 0 676158609
-1.40 0.01 -0.32 2 2 676158614
-1.06 0.01 -0.21 100 4 676158618
-11.53 0.10 -1.83 4 6 676158623
-1.59 0.01 -0.19 100 8 676158628
-22.33 0.20 -1.95 2 10 676158632
-1.13 0.01 -0.30 2 0 676158664
-1.40 0.02 -0.32 2 2 676158669
-1.06 0.01 -0.21 100 4 676158674
-11.54 0.14 -1.83 4 6 676158678
-1.59 0.02 -0.19 100 8 676158683
-22.37 0.27 -1.96 2 10 676158688
-1.14 0.02 -0.31 4 0 676158720
-1.40 0.02 -0.32 2 2 676158724
-1.06 0.02 -0.21 100 4 676158729
-11.53 0.18 -1.83 4 6 676158734
-1.58 0.02 -0.19 100 8 676158738
-22.50 0.35 -1.97 2 10 676158743
-1.14 0.02 -0.30 2 0 676158775
-1.40 0.03 -0.32 1 2 676158780
-1.07 0.02 -0.21 100 4 676158784
-11.53 0.23 -1.83 4 6 676158789
-1.58 0.03 -0.19 100 8 676158793
-22.32 0.44 -1.95 2 10 676158798
-1.14 0.03 -0.30 2 0 676158830
-1.42 0.03 -0.33 2 2 676158835
-1.06 0.02 -0.21 100 4 676158840
-11.51 0.26 -1.82 4 6 676158844
-1.59 0.04 -0.19 100 8 676158849
-22.28 0.51 -1.95 2 10 676158853
-1.14 0.03 -0.31 2 0 676158886
-1.40 0.04 -0.32 2 2 676158890
-1.08 0.03 -0.21 100 4 676158895
-11.51 0.30 -1.82 4 6 676158899
-1.59 0.04 -0.19 100 8 676158904
-22.17 0.58 -1.94 31 10 676158909
-1.14 0.03 -0.31 2 0 676158941
-1.40 0.04 -0.32 2 2 676158946
-1.07 0.03 -0.21 100 4 676158950
-11.51 0.34 -1.82 4 6 676158955
-1.58 0.05 -0.19 100 8 676158959
-22.14 0.66 -1.94 26 10 676158964
-1.15 0.04 -0.31 2 0 676158996
-1.40 0.05 -0.32 2 2 676159001
-1.07 0.04 -0.21 100 4 676159005
-11.51 0.38 -1.82 4 6 676159010
-1.58 0.05 -0.19 100 8 676159015
-1.14 0.04 -0.30 2 0 676159052
-1.41 0.05 -0.33 2 2 676159056
-1.06 0.04 -0.21 100 4 676159061
-11.50 0.42 -1.82 4 6 676159065
-1.58 0.06 -0.19 100 8 676159070
-22.15 0.81 -1.94 2 10 676159075
-1.15 0.05 -0.31 2 0 676159107
-1.42 0.06 -0.33 2 2 676159111
-1.06 0.04 -0.21 100 4 676159116
-11.50 0.46 -1.82 4 6 676159121
-1.58 0.06 -0.19 100 8 676159125
-22.11 0.89 -1.94 2 10 676159130
-1.14 0.05 -0.31 2 0 676159162
-1.40 0.06 -0.32 2 2 676159167
-1.07 0.05 -0.21 100 4 676159171
-11.48 0.50 -1.82 4 6 676159176
-1.59 0.07 -0.20 100 8 676159181
-22.12 0.96 -1.94 2 10 676159185
-1.13 0.05 -0.30 2 0 676159217
-1.41 0.07 -0.33 1 2 676159222
-1.07 0.05 -0.21 100 4 676159227
-11.48 0.54 -1.82 4 6 676159231
-1.58 0.07 -0.19 100 8 676159236
-22.12 1.04 -1.94 2 10 676159240
-1.14 0.06 -0.31 2 0 676159273
-1.41 0.07 -0.33 1 2 676159277
-1.07 0.05 -0.21 100 4 676159282
-11.50 0.58 -1.82 3 6 676159287
-1.58 0.08 -0.19 100 8 676159291
-22.08 1.12 -1.93 2 10 676159296
-1.14 0.06 -0.31 2 0 676159328
-1.41 0.08 -0.33 1 2 676159333
-1.06 0.06 -0.21 100 4 676159337
-11.49 0.62 -1.82 8 6 676159342
-1.58 0.09 -0.19 100 8 676159346
-22.08 1.20 -1.93 2 10 676159351
-1.15 0.07 -0.31 2 0 676159383
-1.41 0.08 -0.33 3 2 676159388
-1.07 0.06 -0.21 100 4 676159393
-11.46 0.66 -1.82 24 6 676159397
-1.60 0.09 -0.20 100 8 676159402
-22.05 1.27 -1.93 2 10 676159406
-1.15 0.07 -0.31 2 0 676159439
-1.41 0.09 -0.33 2 2 676159443
-1.06 0.07 -0.21 100 4 676159448
-11.44 0.70 -1.82 22 6 676159452
-1.60 0.10 -0.20 98 8 676159457
-22.04 1.35 -1.93 5 10 676159462
-1.17 0.08 -0.31 2 0 676159494
-1.40 0.09 -0.32 2 2 676159498
-1.07 0.07 -0.21 100 4 676159503
-11.44 0.74 -1.82 30 6 676159508
-1.59 0.10 -0.20 98 8 676159512
-22.04 1.43 -1.93 5 10 676159517
-1.17 0.08 -0.31 2 0 676159549
-1.41 0.10 -0.33 1 2 676159554
-1.07 0.07 -0.21 100 4 676159558
-11.43 0.78 -1.81 6 6 676159563
-1.58 0.11 -0.19 86 8 676159568
-22.01 1.50 -1.93 5 10 676159572
-1.13 0.08 -0.30 2 0 676159604
-1.41 0.10 -0.33 1 2 676159609
-1.06 0.08 -0.21 100 4 676159614
-11.48 0.82 -1.82 3 6 676159618
-1.59 0.11 -0.20 92 8 676159623
-21.99 1.57 -1.93 5 10 676159627
-39.54 2.83 -2.08 27 12 676159632
-1.13 0.08 -0.30 2 0 676159660
-1.43 0.11 -0.33 2 2 676159664
-1.06 0.08 -0.21 100 4 676159669
-11.47 0.86 -1.82 1 6 676159674
-1.60 0.12 -0.20 95 8 676159678
-21.96 1.66 -1.93 5 10 676159683
-1.13 0.09 -0.30 2 0 676159715
-1.42 0.11 -0.33 2 2 676159720
-1.06 0.08 -0.21 100 4 676159724
-11.44 0.90 -1.82 4 6 676159729
-1.60 0.13 -0.20 83 8 676159733
-21.95 1.73 -1.93 5 10 676159738
-1.13 0.09 -0.30 4 0 676159770
-1.41 0.12 -0.33 2 2 676159775
-1.07 0.09 -0.21 100 4 676159779
-11.43 0.94 -1.82 4 6 676159784
-1.59 0.13 -0.20 83 8 676159789
-21.91 1.80 -1.92 5 10 676159793
-1.14 0.10 -0.31 4 0 676159826
-1.41 0.12 -0.33 3 2 676159830
-1.07 0.09 -0.21 100 4 676159835
-11.44 0.98 -1.82 4 6 676159839
-1.59 0.14 -0.20 83 8 676159844
-21.89 1.87 -1.92 5 10 676159849
-1.14 0.10 -0.31 2 0 676159881
-1.41 0.13 -0.33 2 2 676159885
-1.06 0.09 -0.21 100 4 676159890
-11.43 1.02 -1.82 4 6 676159895
-1.58 0.14 -0.20 77 8 676159899
-21.86 1.95 -1.92 5 10 676159904
-1.13 0.10 -0.30 2 0 676159936
-1.42 0.13 -0.33 1 2 676159941
-1.07 0.10 -0.21 98 4 676159945
-11.41 1.06 -1.81 4 6 676159950
-1.59 0.15 -0.20 74 8 676159955
-21.84 2.02 -1.92 5 10 676159959
-1.13 0.11 -0.30 2 0 676159991
-1.41 0.14 -0.33 1 2 676159996
-1.08 0.10 -0.21 100 4 676160001
-11.39 1.10 -1.81 4 6 676160005
-1.59 0.15 -0.20 74 8 676160010
-21.82 2.11 -1.92 5 10 676160015
-1.14 0.11 -0.31 2 0 676160047
-1.40 0.14 -0.32 1 2 676160051
-1.08 0.11 -0.21 98 4 676160056
-11.38 1.14 -1.81 4 6 676160061
-1.59 0.16 -0.20 74 8 676160065
-21.82 2.18 -1.92 5 10 676160070
-1.15 0.12 -0.31 2 0 676160102
-61.52 6.37 1.08 114 1 676160104
-1.41 0.15 -0.33 2 2 676160107
-1.07 0.11 -0.21 100 4 676160111
-11.38 1.18 -1.81 4 6 676160116
-1.60 0.17 -0.20 86 8 676160120
-21.79 2.26 -1.92 5 10 676160125
-1.17 0.12 -0.31 2 0 676160157
-1.40 0.15 -0.33 2 2 676160162
-1.06 0.11 -0.21 87 4 676160167
-11.36 1.22 -1.81 11 6 676160171
-1.59 0.17 -0.20 83 8 676160176
-21.76 2.33 -1.91 5 10 676160180
-36.92 3.95 -1.95 12 12 676160185
-1.14 0.13 -0.31 2 0 676160213
-1.42 0.16 -0.33 1 2 676160217
-1.07 0.12 -0.21 92 4 676160222
-11.34 1.25 -1.81 35 6 676160226
-1.59 0.18 -0.20 72 8 676160231
-21.74 2.40 -1.91 7 10 676160236
-1.15 0.13 -0.31 2 0 676160268
-61.48 7.00 1.08 46 1 676160270
-1.42 0.16 -0.33 1 2 676160273
-1.07 0.12 -0.21 90 4 676160277
-11.31 1.29 -1.80 24 6 676160282
-1.60 0.18 -0.20 74 8 676160286
-21.72 2.47 -1.91 7 10 676160291
-1.15 0.13 -0.31 4 0 676160323
-61.52 7.23 1.08 47 1 676160326
-1.41 0.17 -0.33 2 2 676160328
-1.07 0.13 -0.21 76 4 676160332
-11.31 1.33 -1.80 35 6 676160337
-1.59 0.19 -0.20 72 8 676160342
-21.72 2.55 -1.91 7 10 676160346
-1.14 0.14 -0.31 2 0 676160379
-61.56 7.44 1.08 47 1 676160381
-1.41 0.17 -0.33 1 2 676160383
-1.08 0.13 -0.21 83 4 676160388
-1.59 0.19 -0.20 70 8 676160397
-21.70 2.62 -1.91 7 10 676160402
-33.96 4.11 -1.79 10 12 676160406
-1.15 0.14 -0.31 2 0 676160434
-61.58 7.67 1.08 47 1 676160436
-1.42 0.18 -0.33 2 2 676160438
-1.06 0.13 -0.21 78 4 676160443
-11.33 1.41 -1.81 4 6 676160448
-1.59 0.20 -0.20 72 8 676160452
-21.68 2.70 -1.91 5 10 676160457
-33.95 4.23 -1.79 10 12 676160461
-1.13 0.14 -0.30 2 0 676160489
-61.59 7.88 1.08 47 1 676160491
-1.42 0.18 -0.33 1 2 676160494
-1.07 0.14 -0.21 73 4 676160498
-11.33 1.45 -1.81 5 6 676160503
-1.59 0.20 -0.20 68 8 676160508
-21.64 2.77 -1.91 5 10 676160512
-1.13 0.15 -0.31 2 0 676160544
-61.57 8.11 1.08 23 1 676160547
-1.42 0.19 -0.33 1 2 676160549
-1.07 0.14 -0.21 76 4 676160554
-11.31 1.49 -1.81 4 6 676160558
-1.60 0.21 -0.20 66 8 676160563
-21.63 2.85 -1.91 5 10 676160567
-1.12 0.15 -0.30 2 0 676160600
-61.62 8.33 1.09 24 1 676160602
-1.41 0.19 -0.33 2 2 676160604
-1.07 0.14 -0.21 76 4 676160609
-11.31 1.53 -1.81 4 6 676160614
-1.60 0.22 -0.20 66 8 676160618
-21.62 2.92 -1.91 5 10 676160623
-1.15 0.16 -0.31 2 0 676160655
-1.40 0.19 -0.33 1 2 676160660
-1.07 0.15 -0.21 68 4 676160664
-11.30 1.57 -1.81 4 6 676160669
-1.59 0.22 -0.20 62 8 676160673
-21.61 3.00 -1.91 5 10 676160678
-1.13 0.16 -0.31 2 0 676160710
-1.43 0.20 -0.33 1 2 676160715
-1.06 0.15 -0.21 68 4 676160720
-11.30 1.61 -1.81 4 6 676160724
-1.60 0.23 -0.20 57 8 676160729
-21.61 3.07 -1.91 5 10 676160733
-33.80 4.81 -1.79 10 12 676160738
-1.13 0.16 -0.30 2 0 676160766
-1.43 0.21 -0.33 1 2 676160770
-1.06 0.16 -0.21 63 4 676160775
-11.29 1.65 -1.81 4 6 676160779
-1.60 0.23 -0.20 52 8 676160784
-21.57 3.15 -1.91 2 10 676160789
-1.13 0.17 -0.31 2 0 676160821
-1.42 0.21 -0.33 1 2 676160825
-1.07 0.16 -0.21 58 4 676160830
-11.27 1.68 -1.80 4 6 676160835
-1.61 0.24 -0.20 51 8 676160839
-21.54 3.22 -1.91 5 10 676160844
-1.14 0.18 -0.31 2 0 676160876
-1.43 0.22 -0.33 1 2 676160881
-1.08 0.17 -0.21 66 4 676160885
-11.27 1.72 -1.81 4 6 676160890
-1.60 0.25 -0.20 52 8 676160895
-21.50 3.29 -1.90 5 10 676160899
-1.14 0.18 -0.31 2 0 676160931
-1.42 0.22 -0.33 1 2 676160936
-1.08 0.17 -0.21 61 4 676160941
-11.27 1.76 -1.81 4 6 676160945
-1.59 0.25 -0.20 58 8 676160950
-21.46 3.36 -1.90 2 10 676160954
-1.15 0.18 -0.31 2 0 676160987
-1.41 0.23 -0.33 2 2 676160991
-1.06 0.17 -0.21 58 4 676160996
-11.27 1.81 -1.81 4 6 676161001
-1.59 0.26 -0.20 52 8 676161005
-21.44 3.43 -1.90 2 10 676161010
-34.22 5.48 -1.82 10 12 676161014
-1.13 0.19 -0.31 2 0 676161042
-1.42 0.23 -0.33 1 2 676161047
-1.06 0.17 -0.21 56 4 676161051
-11.26 1.84 -1.81 4 6 676161056
-1.60 0.26 -0.20 54 8 676161060
-21.40 3.50 -1.90 2 10 676161065
-1.12 0.19 -0.30 2 0 676161097
-1.44 0.24 -0.34 2 2 676161102
-1.07 0.18 -0.21 50 4 676161106
-11.24 1.88 -1.81 4 6 676161111
-1.61 0.27 -0.20 52 8 676161116
-21.39 3.58 -1.90 5 10 676161120
