X Y Z Reflectivity LaserID Timestamp 
-1.15 0.00 -0.31 2 0 1463579232
-1.38 0.00 -0.32 2 2 1463579236
-1.06 0.00 -0.21 100 4 1463579241
-11.61 0.04 -1.84 5 6 1463579246
-1.59 0.01 -0.19 86 8 1463579250
-22.40 0.08 -1.96 5 10 1463579255
-1.12 0.01 -0.30 2 0 1463579287
-1.39 0.01 -0.32 2 2 1463579292
-1.06 0.01 -0.21 100 4 1463579296
-11.61 0.08 -1.84 5 6 1463579301
-1.59 0.01 -0.20 83 8 1463579306
-22.36 0.16 -1.96 5 10 1463579310
-1.13 0.01 -0.30 2 0 1463579342
-1.38 0.01 -0.32 2 2 1463579347
-1.06 0.01 -0.21 100 4 1463579352
-11.60 0.12 -1.84 5 6 1463579356
-1.59 0.02 -0.20 83 8 1463579361
-22.35 0.23 -1.96 5 10 1463579365
-1.13 0.02 -0.30 4 0 1463579398
-1.37 0.02 -0.32 2 2 1463579402
-1.07 0.01 -0.21 100 4 1463579407
-11.61 0.16 -1.84 6 6 1463579412
-1.59 0.02 -0.19 77 8 1463579416
-22.34 0.31 -1.95 5 10 1463579421
-42.22 0.58 -2.21 16 12 1463579425
-1.15 0.02 -0.31 4 0 1463579453
-1.38 0.02 -0.32 2 2 1463579458
-1.06 0.02 -0.21 100 4 1463579462
-11.62 0.20 -1.84 5 6 1463579467
-1.59 0.03 -0.19 80 8 1463579471
-22.34 0.39 -1.96 5 10 1463579476
-1.14 0.02 -0.31 2 0 1463579508
-1.39 0.03 -0.32 2 2 1463579513
-1.05 0.02 -0.20 100 4 1463579518
-11.63 0.24 -1.84 5 6 1463579522
-1.59 0.03 -0.19 74 8 1463579527
-22.34 0.46 -1.95 5 10 1463579531
-1.15 0.03 -0.31 2 0 1463579564
-1.40 0.03 -0.32 2 2 1463579568
-1.06 0.03 -0.21 100 4 1463579573
-11.62 0.28 -1.84 6 6 1463579577
-1.60 0.04 -0.20 72 8 1463579582
-22.31 0.54 -1.95 5 10 1463579587
-1.11 0.03 -0.30 2 0 1463579619
-1.39 0.04 -0.32 2 2 1463579623
-1.07 0.03 -0.21 100 4 1463579628
-11.61 0.32 -1.84 5 6 1463579633
-1.60 0.04 -0.20 72 8 1463579637
-22.32 0.62 -1.95 11 10 1463579642
-1.15 0.04 -0.31 2 0 1463579674
-1.38 0.04 -0.32 2 2 1463579679
-1.07 0.03 -0.21 100 4 1463579683
-11.61 0.36 -1.84 4 6 1463579688
-1.60 0.05 -0.20 72 8 1463579693
-22.31 0.69 -1.95 30 10 1463579697
-1.16 0.04 -0.31 2 0 1463579729
-1.38 0.05 -0.32 2 2 1463579734
