X Y Z Reflectivity LaserID Timestamp 
-1.12 0.00 -0.30 2 0 1567662082
-1.40 0.01 -0.32 2 2 1567662087
-1.06 0.00 -0.21 100 4 1567662091
-11.76 0.04 -1.86 7 6 1567662096
-1.59 0.01 -0.19 77 8 1567662101
-23.20 0.09 -2.03 6 10 1567662105
-1.13 0.01 -0.30 2 0 1567662138
-1.06 0.01 -0.21 100 4 1567662147
-11.75 0.08 -1.86 7 6 1567662151
-1.59 0.01 -0.20 74 8 1567662156
-23.21 0.17 -2.03 6 10 1567662161
-1.13 0.01 -0.30 2 0 1567662193
-1.38 0.01 -0.32 2 2 1567662197
-1.06 0.01 -0.21 100 4 1567662202
-11.75 0.13 -1.86 7 6 1567662207
-1.59 0.02 -0.19 77 8 1567662211
-23.22 0.25 -2.03 6 10 1567662216
-1.15 0.02 -0.31 4 0 1567662248
-1.39 0.02 -0.32 2 2 1567662253
-1.06 0.02 -0.21 100 4 1567662257
-11.75 0.17 -1.86 7 6 1567662262
-1.59 0.02 -0.20 72 8 1567662267
-23.24 0.33 -2.03 6 10 1567662271
-1.14 0.02 -0.30 4 0 1567662303
-1.40 0.02 -0.32 2 2 1567662308
-1.06 0.02 -0.21 100 4 1567662313
-11.76 0.21 -1.86 7 6 1567662317
-1.58 0.03 -0.19 74 8 1567662322
-23.24 0.41 -2.03 6 10 1567662327
-1.13 0.02 -0.30 4 0 1567662359
-1.39 0.03 -0.32 2 2 1567662363
-1.06 0.02 -0.21 98 4 1567662368
-11.76 0.25 -1.86 6 6 1567662373
-1.59 0.03 -0.20 70 8 1567662377
-23.24 0.49 -2.03 6 10 1567662382
-1.11 0.03 -0.30 2 0 1567662414
-1.38 0.03 -0.32 2 2 1567662419
-1.06 0.03 -0.21 92 4 1567662423
-11.75 0.29 -1.86 6 6 1567662428
-1.59 0.04 -0.20 70 8 1567662432
-23.28 0.57 -2.04 6 10 1567662437
-1.14 0.03 -0.30 2 0 1567662469
-1.38 0.04 -0.32 2 2 1567662474
-1.07 0.03 -0.21 87 4 1567662479
-11.75 0.33 -1.86 6 6 1567662483
-1.59 0.04 -0.20 70 8 1567662488
-23.31 0.65 -2.04 6 10 1567662492
-1.12 0.04 -0.30 2 0 1567662525
-1.40 0.04 -0.32 2 2 1567662529
-1.06 0.03 -0.21 90 4 1567662534
-11.76 0.37 -1.86 7 6 1567662538
-1.58 0.05 -0.19 70 8 1567662543
-23.36 0.73 -2.04 6 10 1567662548
-1.17 0.04 -0.31 2 0 1567662580
-1.40 0.05 -0.32 2 2 1567662585
-1.06 0.04 -0.21 87 4 1567662589
-11.77 0.41 -1.87 7 6 1567662594
-1.59 0.06 -0.19 68 8 1567662598
-23.38 0.82 -2.05 6 10 1567662603
-1.12 0.04 -0.30 2 0 1567662635
-1.39 0.05 -0.32 2 2 1567662640
-1.06 0.04 -0.21 87 4 1567662644
-11.77 0.45 -1.87 7 6 1567662649
-1.59 0.06 -0.20 66 8 1567662654
-23.40 0.89 -2.05 6 10 1567662658
-1.13 0.05 -0.30 2 0 1567662691
-1.39 0.06 -0.32 2 2 1567662695
-1.07 0.04 -0.21 83 4 1567662700
-11.76 0.49 -1.86 7 6 1567662704
-1.60 0.07 -0.20 66 8 1567662709
-23.43 0.98 -2.05 6 10 1567662714
-1.13 0.05 -0.30 2 0 1567662746
-1.38 0.06 -0.32 2 2 1567662750
-1.07 0.05 -0.21 78 4 1567662755
-11.77 0.53 -1.87 7 6 1567662760
-1.60 0.07 -0.20 66 8 1567662764
-23.50 1.06 -2.06 6 10 1567662769
-1.13 0.06 -0.30 2 0 1567662801
-1.39 0.07 -0.32 2 2 1567662806
-1.07 0.05 -0.21 78 4 1567662810
-11.77 0.57 -1.87 7 6 1567662815
-1.59 0.08 -0.20 68 8 1567662820
-23.50 1.15 -2.06 6 10 1567662824
-1.13 0.06 -0.30 2 0 1567662856
-1.40 0.07 -0.32 1 2 1567662861
-1.06 0.06 -0.21 73 4 1567662866
-11.77 0.61 -1.87 7 6 1567662870
-1.59 0.08 -0.20 62 8 1567662875
-23.55 1.23 -2.06 6 10 1567662879
-1.13 0.06 -0.30 2 0 1567662912
-99.91 5.57 1.75 63 1 1567662914
-1.40 0.08 -0.32 2 2 1567662916
-1.07 0.06 -0.21 76 4 1567662921
-11.77 0.66 -1.87 7 6 1567662926
