X Y Z Reflectivity LaserID Timestamp 
-1.15 0.01 -0.31 2 0 1372538367
-1.39 0.01 -0.32 2 2 1372538371
-47.94 0.30 2.51 21 3 1372538374
-1.07 0.01 -0.21 100 4 1372538376
-11.32 0.07 -1.79 8 6 1372538381
-1.59 0.01 -0.20 100 8 1372538385
-22.09 0.14 -1.93 5 10 1372538390
-38.02 0.24 -1.99 12 12 1372538395
-47.43 0.30 -0.83 15 14 1372538399
-1.12 0.01 -0.30 2 0 1372538422
-46.82 0.46 0.82 16 1 1372538424
-1.40 0.01 -0.32 2 2 1372538427
-1.05 0.01 -0.20 100 4 1372538431
-11.31 0.11 -1.79 8 6 1372538436
-1.59 0.02 -0.20 100 8 1372538441
-22.10 0.22 -1.93 5 10 1372538445
-37.65 0.37 -1.97 12 12 1372538450
-1.13 0.01 -0.30 2 0 1372538477
-46.85 0.61 0.82 16 1 1372538480
-1.40 0.02 -0.32 2 2 1372538482
-1.06 0.01 -0.21 100 4 1372538487
-11.30 0.15 -1.79 8 6 1372538491
-1.59 0.02 -0.20 100 8 1372538496
-22.10 0.29 -1.93 5 10 1372538501
-38.11 0.50 -2.00 12 12 1372538505
-1.14 0.02 -0.30 4 0 1372538533
-1.41 0.02 -0.33 2 2 1372538537
-46.59 0.77 2.44 20 3 1372538540
-1.06 0.02 -0.21 100 4 1372538542
-11.28 0.19 -1.79 8 6 1372538547
-1.60 0.03 -0.20 100 8 1372538551
-22.13 0.37 -1.94 5 10 1372538556
-37.99 0.63 -1.99 12 12 1372538560
-1.15 0.02 -0.31 2 0 1372538588
-1.40 0.03 -0.32 1 2 1372538593
-46.54 0.94 2.44 20 3 1372538595
-1.07 0.02 -0.21 100 4 1372538597
-11.28 0.23 -1.79 8 6 1372538602
-1.60 0.03 -0.20 100 8 1372538606
-22.13 0.45 -1.94 5 10 1372538611
-37.57 0.76 -1.97 12 12 1372538616
-1.15 0.03 -0.31 2 0 1372538643
-1.40 0.03 -0.32 2 2 1372538648
-1.08 0.03 -0.21 100 4 1372538653
-46.47 1.10 4.07 17 5 1372538655
-11.27 0.27 -1.79 8 6 1372538657
-1.59 0.04 -0.20 100 8 1372538662
-22.17 0.53 -1.94 5 10 1372538666
-37.48 0.89 -1.96 12 12 1372538671
-1.15 0.03 -0.31 2 0 1372538699
-1.41 0.04 -0.33 2 2 1372538703
-1.06 0.03 -0.21 100 4 1372538708
-11.27 0.30 -1.79 8 6 1372538712
-1.59 0.04 -0.20 100 8 1372538717
-22.19 0.60 -1.94 5 10 1372538722
-37.22 1.01 -1.95 12 12 1372538726
-1.14 0.03 -0.30 2 0 1372538754
-1.40 0.04 -0.32 2 2 1372538759
-1.06 0.03 -0.21 100 4 1372538763
-11.26 0.34 -1.78 8 6 1372538768
-46.40 1.42 5.70 20 7 1372538770
-1.60 0.05 -0.20 100 8 1372538772
-22.16 0.68 -1.94 5 10 1372538777
-37.21 1.14 -1.95 12 12 1372538782
-1.14 0.04 -0.30 2 0 1372538809
-1.40 0.05 -0.32 2 2 1372538814
-1.06 0.04 -0.21 100 4 1372538818
-11.25 0.38 -1.78 8 6 1372538823
-1.60 0.05 -0.20 100 8 1372538828
-22.20 0.76 -1.94 5 10 1372538832
-37.42 1.27 -1.96 12 12 1372538837
-1.14 0.04 -0.30 2 0 1372538865
-1.40 0.05 -0.32 3 2 1372538869
-1.08 0.04 -0.21 100 4 1372538874
-46.43 1.74 4.06 17 5 1372538876
-11.25 0.42 -1.78 8 6 1372538878
-1.59 0.06 -0.20 100 8 1372538883
-22.21 0.83 -1.94 5 10 1372538888
-37.09 1.39 -1.95 12 12 1372538892
-1.15 0.05 -0.31 2 0 1372538920
-1.40 0.06 -0.32 2 2 1372538924
-1.07 0.04 -0.21 100 4 1372538929
-11.24 0.46 -1.78 8 6 1372538934
-1.59 0.07 -0.20 100 8 1372538938
-22.24 0.91 -1.95 5 10 1372538943
-37.11 1.52 -1.95 12 12 1372538947
-48.19 1.97 -0.84 16 14 1372538952
-1.13 0.05 -0.30 2 0 1372538975
-1.42 0.06 -0.33 2 2 1372538980
-1.07 0.05 -0.21 100 4 1372538984
-11.24 0.50 -1.78 8 6 1372538989
-1.59 0.07 -0.20 100 8 1372538994
-22.24 0.99 -1.95 5 10 1372538998
-37.04 1.64 -1.94 12 12 1372539003
-1.13 0.05 -0.30 2 0 1372539030
-48.23 2.31 0.84 17 1 1372539033
-1.40 0.07 -0.32 2 2 1372539035
-1.06 0.05 -0.21 100 4 1372539040
-11.23 0.54 -1.78 8 6 1372539044
-1.59 0.08 -0.20 98 8 1372539049
-22.22 1.06 -1.95 5 10 1372539053
-36.84 1.76 -1.93 12 12 1372539058
-1.14 0.06 -0.30 2 0 1372539086
-1.41 0.07 -0.33 1 2 1372539090
-48.28 2.48 2.53 22 3 1372539093
-1.07 0.05 -0.21 100 4 1372539095
-11.21 0.58 -1.78 8 6 1372539100
-1.60 0.08 -0.20 98 8 1372539104
-22.24 1.14 -1.95 5 10 1372539109
-37.22 1.91 -1.95 12 12 1372539113
-1.15 0.06 -0.31 2 0 1372539141
-1.40 0.08 -0.32 1 2 1372539146
-1.06 0.06 -0.21 100 4 1372539150
-11.21 0.62 -1.78 8 6 1372539155
-1.59 0.09 -0.20 95 8 1372539159
-22.24 1.22 -1.95 5 10 1372539164
-36.89 2.02 -1.94 12 12 1372539169
-1.13 0.07 -0.30 2 0 1372539196
-1.41 0.08 -0.33 3 2 1372539201
-1.07 0.06 -0.21 100 4 1372539206
-11.21 0.65 -1.78 8 6 1372539210
-1.60 0.09 -0.20 100 8 1372539215
-22.24 1.30 -1.95 5 10 1372539219
-36.85 2.15 -1.93 12 12 1372539224
-1.14 0.07 -0.31 2 0 1372539252
-1.41 0.09 -0.33 2 2 1372539256
-1.06 0.07 -0.21 100 4 1372539261
-11.20 0.69 -1.78 8 6 1372539265
-1.59 0.10 -0.20 98 8 1372539270
-22.25 1.38 -1.95 5 10 1372539275
-37.23 2.31 -1.95 12 12 1372539279
