X Y Z Reflectivity LaserID Timestamp 
-1.12 0.00 -0.30 2 0 1445444700
-1.41 0.00 -0.33 2 2 1445444705
-34.37 0.09 1.80 11 3 1445444707
-1.05 0.00 -0.20 100 4 1445444709
-34.14 0.09 2.99 7 5 1445444712
-11.06 0.03 -1.75 7 6 1445444714
-33.93 0.09 4.17 11 7 1445444716
-1.59 0.00 -0.20 100 8 1445444719
-19.58 0.05 -1.71 1 10 1445444723
-32.58 0.09 -1.71 18 12 1445444728
-1.16 0.01 -0.31 2 0 1445444756
-1.40 0.01 -0.32 1 2 1445444760
-34.23 0.21 1.79 23 3 1445444762
-1.06 0.01 -0.21 100 4 1445444765
-11.05 0.07 -1.75 7 6 1445444769
-1.60 0.01 -0.20 100 8 1445444774
-19.53 0.12 -1.71 1 10 1445444779
-32.63 0.20 -1.71 18 12 1445444783
-34.29 0.21 -0.60 8 14 1445444788
-1.15 0.01 -0.31 2 0 1445444811
-33.69 0.32 0.59 7 1 1445444813
-1.40 0.01 -0.32 1 2 1445444815
-1.06 0.01 -0.21 100 4 1445444820
-34.34 0.32 3.00 7 5 1445444822
-11.05 0.10 -1.75 7 6 1445444825
-68.67 0.65 8.43 46 7 1445444827
-1.60 0.02 -0.20 100 8 1445444829
-19.56 0.18 -1.71 1 10 1445444834
-32.74 0.31 -1.72 18 12 1445444839
-33.73 0.32 -0.59 17 14 1445444843
-1.12 0.01 -0.30 2 0 1445444866
-1.39 0.02 -0.32 2 2 1445444871
-1.06 0.01 -0.21 100 4 1445444875
-11.05 0.14 -1.75 7 6 1445444880
-1.59 0.02 -0.20 100 8 1445444885
-19.58 0.25 -1.71 1 10 1445444889
-32.76 0.43 -1.72 18 12 1445444894
-1.14 0.02 -0.30 4 0 1445444921
-34.57 0.57 0.60 7 1 1445444924
-1.40 0.02 -0.32 2 2 1445444926
-1.05 0.02 -0.20 100 4 1445444931
-11.05 0.18 -1.75 7 6 1445444935
-1.59 0.03 -0.20 100 8 1445444940
-19.59 0.32 -1.71 3 10 1445444945
-32.80 0.54 -1.72 18 12 1445444949
-1.12 0.02 -0.30 4 0 1445444977
-1.40 0.03 -0.32 1 2 1445444981
-34.02 0.68 1.78 11 3 1445444984
-1.07 0.02 -0.21 100 4 1445444986
-11.05 0.22 -1.75 7 6 1445444991
-68.69 1.37 8.44 46 7 1445444993
-1.59 0.03 -0.20 100 8 1445444995
-19.57 0.39 -1.71 5 10 1445445000
-32.84 0.66 -1.72 18 12 1445445004
-34.56 0.69 -0.60 9 14 1445445009
-1.13 0.03 -0.30 2 0 1445445032
-1.41 0.03 -0.33 2 2 1445445037
-1.07 0.03 -0.21 100 4 1445445041
-11.05 0.26 -1.75 7 6 1445445046
-67.37 1.58 8.27 44 7 1445445048
-1.60 0.04 -0.20 100 8 1445445050
-68.72 1.61 10.89 42 9 1445445053
-19.63 0.46 -1.72 7 10 1445445055
-32.86 0.77 -1.72 18 12 1445445060
-1.14 0.03 -0.31 2 0 1445445087
-1.39 0.04 -0.32 2 2 1445445092
-1.07 0.03 -0.21 100 4 1445445097
-11.05 0.30 -1.75 7 6 1445445101
-65.91 1.78 8.10 41 7 1445445103
-1.59 0.04 -0.20 100 8 1445445106
-66.98 1.81 10.61 39 9 1445445108
-19.62 0.53 -1.72 7 10 1445445110
-32.83 0.89 -1.72 18 12 1445445115
-1.16 0.04 -0.31 2 0 1445445143
-1.40 0.04 -0.32 2 2 1445445147
-1.07 0.03 -0.21 100 4 1445445152
-11.05 0.34 -1.75 7 6 1445445156
-1.59 0.05 -0.20 100 8 1445445161
-19.64 0.60 -1.72 7 10 1445445166
-32.77 1.00 -1.72 18 12 1445445170
-1.14 0.04 -0.30 2 0 1445445198
-1.40 0.05 -0.32 2 2 1445445203
-1.07 0.04 -0.21 100 4 1445445207
-11.06 0.38 -1.75 7 6 1445445212
-66.32 2.25 8.15 42 7 1445445214
-1.58 0.05 -0.19 100 8 1445445216
-19.49 0.66 -1.71 5 10 1445445221
-32.81 1.11 -1.72 18 12 1445445226
-67.26 2.28 15.54 39 13 1445445228
-1.15 0.04 -0.31 2 0 1445445253
-65.32 2.44 1.14 31 1 1445445256
-1.41 0.05 -0.33 2 2 1445445258
-64.66 2.42 3.39 39 3 1445445260
-1.07 0.04 -0.21 100 4 1445445262
-11.05 0.41 -1.75 7 6 1445445267
-1.59 0.06 -0.20 100 8 1445445272
-67.63 2.53 10.72 40 9 1445445274
-19.12 0.71 -1.67 6 10 1445445276
-32.71 1.22 -1.72 18 12 1445445281
-67.20 2.51 15.52 39 13 1445445283
-1.13 0.05 -0.30 2 0 1445445309
-1.41 0.06 -0.33 2 2 1445445313
-64.65 2.65 3.39 39 3 1445445315
-1.07 0.04 -0.21 100 4 1445445318
-11.04 0.45 -1.75 7 6 1445445322
-19.85 0.81 2.44 3 7 1445445325
-1.60 0.07 -0.20 100 8 1445445327
-65.05 2.66 10.31 35 9 1445445329
-18.75 0.77 -1.64 6 10 1445445332
-32.56 1.33 -1.71 18 12 1445445336
