X Y Z Reflectivity LaserID Timestamp 
-1.16 0.01 -0.31 2 0 394568789
-33.28 0.22 0.58 7 1 394568791
-1.42 0.01 -0.33 2 2 394568794
-19.98 0.13 1.05 2 3 394568796
-1.07 0.01 -0.21 100 4 394568798
-60.35 0.40 5.28 28 5 394568801
-10.93 0.07 -1.73 12 6 394568803
-30.90 0.20 3.79 9 7 394568805
-1.60 0.01 -0.20 100 8 394568808
-22.26 0.15 3.53 2 9 394568810
-28.47 0.19 5.53 9 11 394568814
-14.47 0.10 -0.76 1 12 394568817
-21.65 0.14 5.00 14 13 394568819
-24.02 0.16 -0.42 4 14 394568821
-20.95 0.14 5.61 9 15 394568824
-1.15 0.01 -0.31 2 0 394568844
-33.37 0.34 0.58 7 1 394568847
-1.41 0.01 -0.32 2 2 394568849
-20.00 0.20 1.05 5 3 394568851
-1.07 0.01 -0.21 100 4 394568854
-25.75 0.26 2.25 4 5 394568856
-10.93 0.11 -1.73 13 6 394568858
-28.69 0.29 3.52 25 7 394568861
-1.59 0.02 -0.19 100 8 394568863
-27.83 0.28 4.41 4 9 394568865
-18.80 0.19 3.65 2 11 394568870
-14.26 0.14 -0.75 1 12 394568872
-21.80 0.22 5.03 5 13 394568874
-24.18 0.24 -0.42 4 14 394568877
-20.95 0.21 5.61 4 15 394568879
-1.14 0.02 -0.31 4 0 394568900
-1.41 0.02 -0.33 2 2 394568904
-1.06 0.01 -0.21 100 4 394568909
-30.62 0.42 2.68 6 5 394568911
-10.93 0.15 -1.73 10 6 394568914
-22.32 0.30 2.74 19 7 394568916
-1.59 0.02 -0.20 100 8 394568918
-21.60 0.29 3.42 7 9 394568920
-18.65 0.25 3.62 5 11 394568925
-14.18 0.19 -0.74 3 12 394568927
-18.23 0.25 4.21 2 13 394568930
-26.52 0.36 -0.46 5 14 394568932
-30.67 0.42 8.22 9 15 394568934
-1.13 0.02 -0.30 4 0 394568955
-24.13 0.41 0.42 3 1 394568957
-1.43 0.02 -0.33 2 2 394568960
