X Y Z Reflectivity LaserID Timestamp 
-1.13 0.00 -0.30 2 0 2688343578
-24.68 0.00 0.43 11 1 2688343580
-1.39 0.00 -0.32 1 2 2688343582
-25.40 0.00 1.33 6 3 2688343585
-1.06 0.00 -0.21 100 4 2688343587
-26.07 0.00 2.28 12 5 2688343589
-10.32 0.00 -1.63 8 6 2688343592
-22.22 0.00 2.73 4 7 2688343594
-1.57 0.00 -0.19 80 8 2688343596
-24.27 0.00 3.84 10 9 2688343599
-18.47 0.00 -1.62 3 10 2688343601
-23.17 0.00 4.50 5 11 2688343603
-23.89 0.00 -1.25 4 12 2688343606
-22.26 0.00 5.14 1 13 2688343608
-30.68 0.01 -0.54 8 14 2688343610
-1.12 0.00 -0.30 2 0 2688343633
-24.33 0.09 0.42 7 1 2688343635
-1.38 0.01 -0.32 1 2 2688343638
-29.54 0.11 1.55 10 3 2688343640
-1.05 0.00 -0.20 100 4 2688343642
-22.07 0.08 1.93 5 5 2688343645
-10.28 0.04 -1.63 8 6 2688343647
-26.19 0.10 3.22 7 7 2688343649
-1.58 0.01 -0.19 80 8 2688343652
-24.59 0.09 3.89 3 9 2688343654
-18.45 0.07 -1.61 3 10 2688343656
-24.72 0.09 4.80 6 11 2688343659
-23.90 0.09 -1.25 4 12 2688343661
-22.54 0.08 5.20 2 13 2688343663
-30.56 0.11 -0.53 8 14 2688343665
-21.84 0.08 5.85 5 15 2688343668
-1.13 0.01 -0.30 2 0 2688343688
-24.33 0.17 0.42 7 1 2688343691
-1.39 0.01 -0.32 2 2 2688343693
-21.35 0.15 1.12 3 3 2688343695
-1.05 0.01 -0.20 100 4 2688343698
-21.42 0.15 1.87 2 5 2688343700
-10.24 0.07 -1.62 7 6 2688343702
-25.49 0.18 3.13 20 7 2688343705
-1.58 0.01 -0.19 80 8 2688343707
-24.39 0.17 3.86 7 9 2688343709
-18.45 0.13 -1.61 3 10 2688343712
-29.51 0.21 5.74 9 11 2688343714
-23.09 0.17 -1.21 4 12 2688343716
-22.42 0.16 5.18 4 13 2688343718
-30.43 0.22 -0.53 8 14 2688343721
-22.09 0.16 5.92 5 15 2688343723
-1.10 0.01 -0.30 2 0 2688343744
-21.54 0.23 0.38 2 1 2688343746
-1.37 0.01 -0.32 2 2 2688343748
-23.36 0.25 1.22 5 3 2688343751
-1.05 0.01 -0.20 100 4 2688343753
-21.49 0.23 1.88 4 5 2688343755
-10.15 0.11 -1.61 7 6 2688343758
-24.59 0.26 3.02 6 7 2688343760
-1.59 0.02 -0.20 86 8 2688343762
-24.37 0.26 3.86 14 9 2688343764
-18.51 0.20 -1.62 1 10 2688343767
-24.40 0.26 4.74 6 11 2688343769
-23.64 0.25 -1.24 4 12 2688343771
-22.47 0.24 5.19 4 13 2688343774
-20.40 0.22 -0.36 2 14 2688343776
-19.20 0.20 5.14 3 15 2688343778
-1.13 0.02 -0.30 2 0 2688343799
-24.26 0.34 0.42 11 1 2688343801
-1.38 0.02 -0.32 2 2 2688343804
-22.86 0.32 1.20 14 3 2688343806
-1.07 0.02 -0.21 100 4 2688343808
-21.53 0.30 1.88 4 5 2688343811
-10.06 0.14 -1.59 7 6 2688343813
-20.82 0.29 2.56 8 7 2688343815
-1.59 0.02 -0.19 80 8 2688343817
-21.44 0.30 3.40 2 9 2688343820
-18.46 0.26 -1.62 3 10 2688343822
-28.67 0.41 5.57 9 11 2688343824
-22.21 0.31 -1.16 3 12 2688343827
-22.35 0.32 5.16 4 13 2688343829
-20.36 0.29 -0.36 4 14 2688343831
-21.95 0.31 5.88 10 15 2688343834
-1.12 0.02 -0.30 2 0 2688343854
-24.15 0.43 0.42 7 1 2688343857
-1.38 0.02 -0.32 1 2 2688343859
-27.55 0.49 1.44 8 3 2688343861
-1.06 0.02 -0.21 98 4 2688343864
-27.25 0.48 2.38 13 5 2688343866
-10.05 0.18 -1.59 9 6 2688343868
-26.07 0.46 3.20 7 7 2688343870
-1.57 0.03 -0.19 77 8 2688343873
-24.70 0.44 3.91 3 9 2688343875
-18.55 0.33 -1.62 3 10 2688343877
-28.71 0.51 5.58 9 11 2688343880
-24.15 0.43 -1.27 9 12 2688343882
-22.42 0.40 5.18 4 13 2688343884
-25.76 0.45 -0.45 5 14 2688343887
-19.36 0.34 5.19 3 15 2688343889
-1.12 0.02 -0.30 2 0 2688343910
-24.44 0.52 0.43 7 1 2688343912
-1.38 0.03 -0.32 2 2 2688343914
-27.35 0.58 1.43 16 3 2688343917
-1.06 0.02 -0.21 100 4 2688343919
-24.68 0.53 2.16 3 5 2688343921
-10.04 0.21 -1.59 10 6 2688343923
-21.20 0.45 2.60 4 7 2688343926
-1.58 0.03 -0.19 72 8 2688343928
-21.61 0.46 3.42 2 9 2688343930
-18.59 0.40 -1.63 3 10 2688343933
-28.82 0.61 5.60 9 11 2688343935
-30.62 0.65 -1.61 7 12 2688343937
-21.54 0.46 4.97 1 13 2688343940
-32.63 0.69 -0.57 8 14 2688343942
-21.91 0.47 5.87 5 15 2688343944
-1.12 0.03 -0.30 2 0 2688343965
-24.17 0.60 0.42 7 1 2688343967
-1.38 0.03 -0.32 2 2 2688343970
-27.30 0.68 1.43 8 3 2688343972
-1.06 0.03 -0.21 100 4 2688343974
-25.88 0.64 2.26 16 5 2688343976
-10.01 0.25 -1.59 12 6 2688343979
-21.02 0.52 2.58 8 7 2688343981
-1.59 0.04 -0.19 70 8 2688343983
-25.72 0.64 4.07 8 9 2688343986
-18.58 0.46 -1.63 4 10 2688343988
-15.11 0.37 2.94 3 11 2688343990
-22.48 0.56 -1.18 4 12 2688343993
-22.22 0.55 5.13 3 13 2688343995
-23.37 0.58 -0.41 4 14 2688343997
-22.07 0.55 5.92 5 15 2688344000
-1.14 0.03 -0.30 2 0 2688344020
-24.04 0.68 0.42 7 1 2688344023
-1.39 0.04 -0.32 2 2 2688344025
-27.41 0.77 1.44 8 3 2688344027
-1.07 0.03 -0.21 98 4 2688344029
-25.90 0.73 2.27 16 5 2688344032
-9.98 0.28 -1.58 11 6 2688344034
-21.20 0.60 2.60 4 7 2688344036
-1.59 0.04 -0.20 70 8 2688344039
-25.63 0.72 4.06 4 9 2688344041
-18.67 0.52 -1.63 3 10 2688344043
-15.10 0.42 2.94 5 11 2688344046
-22.44 0.63 -1.18 12 12 2688344048
-22.55 0.63 5.21 4 13 2688344050
-20.50 0.58 -0.36 2 14 2688344052
-18.96 0.53 5.08 3 15 2688344055
-1.12 0.04 -0.30 2 0 2688344076
-24.10 0.76 0.42 7 1 2688344078
-1.38 0.04 -0.32 2 2 2688344080
-29.29 0.93 1.54 9 3 2688344082
-1.07 0.03 -0.21 96 4 2688344085
-25.89 0.82 2.27 24 5 2688344087
-9.94 0.31 -1.57 9 6 2688344089
-21.28 0.67 2.61 4 7 2688344092
-1.59 0.05 -0.19 66 8 2688344094
-25.69 0.81 4.07 4 9 2688344096
-18.69 0.59 -1.64 3 10 2688344099
-15.14 0.48 2.94 3 11 2688344101
-32.84 1.04 -1.72 9 12 2688344103
-21.71 0.69 5.01 3 13 2688344105
-32.82 1.04 -0.57 8 14 2688344108
-18.95 0.60 5.08 3 15 2688344110
-1.13 0.04 -0.30 2 0 2688344131
-29.53 1.04 0.52 12 1 2688344133
-1.38 0.05 -0.32 2 2 2688344135
-20.86 0.73 1.09 3 3 2688344138
-1.07 0.04 -0.21 96 4 2688344140
-24.53 0.86 2.15 3 5 2688344142
-9.89 0.35 -1.57 9 6 2688344145
-22.02 0.77 2.71 19 7 2688344147
-1.58 0.06 -0.19 77 8 2688344149
-21.73 0.76 3.44 2 9 2688344152
-18.71 0.66 -1.64 3 10 2688344154
-15.15 0.53 2.95 1 11 2688344156
-21.44 0.75 -1.12 3 12 2688344158
-21.68 0.76 5.01 3 13 2688344161
-30.42 1.07 -0.53 8 14 2688344163
-18.96 0.67 5.08 3 15 2688344165
-1.13 0.04 -0.30 2 0 2688344186
-19.46 0.75 0.34 1 1 2688344188
-1.39 0.05 -0.32 2 2 2688344191
-22.33 0.86 1.17 4 3 2688344193
-1.06 0.04 -0.21 90 4 2688344195
-24.35 0.94 2.13 3 5 2688344198
