X Y Z Reflectivity LaserID Timestamp 
-1.13 0.01 -0.30 2 0 720151923
-1.40 0.01 -0.32 1 2 720151927
-1.06 0.01 -0.21 100 4 720151932
-8.02 0.04 -1.27 1 6 720151937
-1.60 0.01 -0.20 100 8 720151941
-8.94 0.05 -0.78 1 10 720151946
-1.13 0.01 -0.30 2 0 720151978
-1.40 0.01 -0.32 2 2 720151983
-1.06 0.01 -0.21 100 4 720151987
-8.04 0.07 -1.27 1 6 720151992
-1.60 0.01 -0.20 100 8 720151996
-1.14 0.01 -0.30 2 0 720152033
-1.40 0.02 -0.32 2 2 720152038
-1.07 0.01 -0.21 100 4 720152042
-8.09 0.10 -1.28 4 6 720152047
-1.60 0.02 -0.20 100 8 720152052
-1.15 0.02 -0.31 4 0 720152089
-1.40 0.02 -0.32 2 2 720152093
-1.06 0.02 -0.21 100 4 720152098
-8.27 0.13 -1.31 1 6 720152102
-1.59 0.02 -0.20 100 8 720152107
-8.99 0.14 -0.79 1 10 720152112
-1.15 0.02 -0.31 4 0 720152144
-1.40 0.03 -0.32 1 2 720152148
-1.06 0.02 -0.21 100 4 720152153
-8.26 0.15 -1.31 23 6 720152158
-1.59 0.03 -0.20 100 8 720152162
-21.68 0.40 -1.90 2 10 720152167
-1.13 0.03 -0.30 2 0 720152199
-1.42 0.03 -0.33 2 2 720152204
-1.06 0.02 -0.21 100 4 720152208
-8.29 0.18 -1.31 7 6 720152213
-1.60 0.04 -0.20 100 8 720152218
-21.22 0.47 -1.86 2 10 720152222
-1.14 0.03 -0.30 4 0 720152254
-1.42 0.04 -0.33 2 2 720152259
-1.06 0.03 -0.21 100 4 720152264
-8.28 0.21 -1.31 8 6 720152268
-1.60 0.04 -0.20 100 8 720152273
-9.20 0.23 -0.80 10 10 720152278
-1.14 0.03 -0.31 2 0 720152310
-1.40 0.04 -0.32 2 2 720152314
-1.07 0.03 -0.21 100 4 720152319
-1.60 0.05 -0.20 100 8 720152328
-9.21 0.27 -0.81 11 10 720152333
-1.14 0.04 -0.31 2 0 720152365
-1.40 0.05 -0.32 2 2 720152370
-1.08 0.04 -0.21 100 4 720152374
-8.33 0.27 -1.32 1 6 720152379
-1.59 0.05 -0.20 100 8 720152383
-9.22 0.30 -0.81 9 10 720152388
-1.14 0.04 -0.31 2 0 720152420
-1.40 0.05 -0.32 2 2 720152425
-1.06 0.04 -0.21 100 4 720152430
-1.59 0.06 -0.20 100 8 720152439
-9.24 0.33 -0.81 5 10 720152443
-23.68 0.86 -1.24 18 12 720152448
-1.13 0.04 -0.30 2 0 720152476
-1.42 0.06 -0.33 2 2 720152480
-1.07 0.04 -0.21 100 4 720152485
-11.66 0.46 -1.85 5 6 720152489
-1.60 0.06 -0.20 100 8 720152494
-9.26 0.37 -0.81 3 10 720152499
-43.90 1.74 -2.30 18 12 720152503
-1.14 0.05 -0.31 2 0 720152531
-1.40 0.06 -0.32 2 2 720152536
-1.06 0.05 -0.21 100 4 720152540
-11.63 0.50 -1.84 6 6 720152545
-1.60 0.07 -0.20 100 8 720152549
-20.05 0.86 -1.76 5 10 720152554
-1.13 0.05 -0.30 2 0 720152586
-1.40 0.07 -0.32 1 2 720152591
-1.07 0.05 -0.21 100 4 720152595
-11.62 0.54 -1.84 6 6 720152600
-1.60 0.07 -0.20 100 8 720152605
-19.99 0.93 -1.75 9 10 720152609
-1.14 0.06 -0.31 2 0 720152642
-1.41 0.07 -0.33 2 2 720152646
-1.07 0.05 -0.21 100 4 720152651
-11.61 0.58 -1.84 7 6 720152655
-1.59 0.08 -0.20 100 8 720152660
-20.00 1.00 -1.75 7 10 720152665
-1.14 0.06 -0.31 2 0 720152697
-1.41 0.07 -0.33 1 2 720152701
-1.06 0.06 -0.21 100 4 720152706
-11.60 0.62 -1.84 7 6 720152711
-1.59 0.08 -0.20 100 8 720152715
-19.95 1.06 -1.75 7 10 720152720
-1.15 0.07 -0.31 2 0 720152752
-1.40 0.08 -0.32 2 2 720152757
-1.07 0.06 -0.21 100 4 720152761
-11.59 0.66 -1.84 7 6 720152766
-1.59 0.09 -0.20 100 8 720152771
-19.88 1.13 -1.74 7 10 720152775
-23.88 1.36 -0.42 4 14 720152784
-1.13 0.07 -0.30 2 0 720152807
-1.41 0.09 -0.33 3 2 720152812
