X Y Z Reflectivity LaserID Timestamp 
-1.15 0.01 -0.31 2 0 746749464
-1.41 0.01 -0.32 1 2 746749469
-1.05 0.01 -0.20 100 4 746749473
-6.98 0.03 -1.11 25 6 746749478
-1.59 0.01 -0.19 100 8 746749482
-8.82 0.04 -0.77 3 10 746749487
-8.39 0.04 -0.44 1 12 746749492
-1.13 0.01 -0.30 2 0 746749519
-1.41 0.01 -0.33 2 2 746749524
-1.06 0.01 -0.21 100 4 746749529
-6.99 0.06 -1.11 37 6 746749533
-1.59 0.01 -0.19 100 8 746749538
-9.08 0.08 -0.79 1 10 746749542
-1.13 0.01 -0.30 2 0 746749575
-1.41 0.02 -0.33 2 2 746749579
-1.06 0.01 -0.21 100 4 746749584
-1.58 0.02 -0.19 100 8 746749593
-1.14 0.02 -0.31 4 0 746749630
-1.40 0.02 -0.32 2 2 746749635
-1.06 0.02 -0.21 100 4 746749639
-1.59 0.02 -0.19 100 8 746749648
-7.98 0.12 -0.70 1 10 746749653
-1.14 0.02 -0.30 4 0 746749685
-1.40 0.03 -0.32 1 2 746749690
-1.06 0.02 -0.21 100 4 746749694
-7.12 0.13 -1.13 128 6 746749699
-1.57 0.03 -0.19 100 8 746749704
-7.93 0.15 -0.69 2 10 746749708
-1.13 0.02 -0.30 2 0 746749741
-1.42 0.03 -0.33 2 2 746749745
-1.05 0.02 -0.20 100 4 746749750
-1.58 0.03 -0.19 100 8 746749759
-8.03 0.18 -0.70 1 10 746749764
-1.13 0.03 -0.30 4 0 746749796
-1.41 0.04 -0.33 2 2 746749800
-1.05 0.03 -0.20 100 4 746749805
-7.08 0.18 -1.12 36 6 746749810
-1.58 0.04 -0.19 100 8 746749814
-20.89 0.53 -1.83 8 10 746749819
-1.14 0.03 -0.31 2 0 746749851
-1.40 0.04 -0.32 2 2 746749856
-1.07 0.03 -0.21 100 4 746749860
-7.10 0.21 -1.13 5 6 746749865
-1.58 0.05 -0.19 100 8 746749870
-20.83 0.60 -1.82 8 10 746749874
-1.14 0.04 -0.31 2 0 746749906
-1.39 0.05 -0.32 2 2 746749911
-1.08 0.04 -0.21 100 4 746749916
-1.58 0.05 -0.19 100 8 746749925
-20.53 0.67 -1.80 4 10 746749929
-1.14 0.04 -0.31 2 0 746749962
-1.38 0.05 -0.32 2 2 746749966
-1.07 0.04 -0.21 100 4 746749971
-7.16 0.26 -1.13 1 6 746749976
-1.58 0.06 -0.19 100 8 746749980
-8.15 0.29 -0.71 2 10 746749985
-23.74 0.86 -1.25 18 12 746749989
-1.14 0.04 -0.31 2 0 746750017
-1.40 0.06 -0.32 2 2 746750022
-1.07 0.04 -0.21 100 4 746750026
-7.24 0.28 -1.15 1 6 746750031
-1.58 0.06 -0.19 100 8 746750035
-8.15 0.32 -0.71 2 10 746750040
-43.97 1.73 -2.31 18 12 746750045
-1.13 0.05 -0.30 2 0 746750072
-1.42 0.06 -0.33 2 2 746750077
-1.07 0.05 -0.21 100 4 746750082
-7.27 0.31 -1.15 1 6 746750086
-1.58 0.07 -0.19 100 8 746750091
-8.15 0.35 -0.71 2 10 746750095
-1.13 0.05 -0.30 2 0 746750129
-1.40 0.06 -0.32 1 2 746750133
-1.07 0.05 -0.21 100 4 746750138
-7.37 0.34 -1.17 1 6 746750142
-1.58 0.07 -0.19 100 8 746750147
-8.16 0.38 -0.71 2 10 746750152
-1.13 0.06 -0.30 2 0 746750184
-1.41 0.07 -0.33 1 2 746750188
-1.07 0.05 -0.21 100 4 746750193
-11.58 0.58 -1.84 7 6 746750198
-1.58 0.08 -0.19 100 8 746750202
-20.08 1.00 -1.76 3 10 746750207
-1.17 0.06 -0.31 2 0 746750239
-1.41 0.08 -0.33 1 2 746750244
-1.07 0.06 -0.21 100 4 746750248
-11.60 0.62 -1.84 7 6 746750253
-1.58 0.08 -0.19 100 8 746750258
-19.98 1.06 -1.75 7 10 746750262
-1.16 0.07 -0.31 2 0 746750294
-1.41 0.08 -0.33 2 2 746750299
