X Y Z Reflectivity LaserID Timestamp 
-1.14 0.01 -0.31 2 0 1272626606
-1.41 0.01 -0.32 1 2 1272626611
-1.07 0.01 -0.21 100 4 1272626615
-11.41 0.07 -1.81 6 6 1272626620
-1.60 0.01 -0.20 100 8 1272626625
-21.04 0.13 -1.84 4 10 1272626629
-82.26 0.50 -1.44 100 14 1272626639
-1.12 0.01 -0.30 2 0 1272626662
-1.40 0.01 -0.32 1 2 1272626666
-1.07 0.01 -0.21 100 4 1272626671
-11.39 0.11 -1.80 7 6 1272626675
-1.60 0.02 -0.20 100 8 1272626680
-21.04 0.20 -1.84 4 10 1272626685
-82.19 0.77 -1.43 100 14 1272626694
-1.13 0.01 -0.30 2 0 1272626717
-1.40 0.02 -0.32 1 2 1272626721
-1.07 0.01 -0.21 100 4 1272626726
-11.40 0.15 -1.81 7 6 1272626731
-1.60 0.02 -0.20 100 8 1272626735
-21.03 0.28 -1.84 4 10 1272626740
-1.13 0.02 -0.30 4 0 1272626772
-1.39 0.02 -0.32 2 2 1272626777
-1.07 0.02 -0.21 100 4 1272626781
-11.40 0.19 -1.81 7 6 1272626786
-1.60 0.03 -0.20 100 8 1272626791
-21.03 0.35 -1.84 4 10 1272626795
-1.14 0.02 -0.31 2 0 1272626827
-1.40 0.03 -0.32 1 2 1272626832
-1.07 0.02 -0.21 100 4 1272626837
-11.41 0.23 -1.81 7 6 1272626841
-1.59 0.03 -0.20 100 8 1272626846
-21.02 0.43 -1.84 4 10 1272626851
-1.13 0.03 -0.30 2 0 1272626883
-1.41 0.03 -0.33 2 2 1272626887
-1.07 0.03 -0.21 100 4 1272626892
-11.41 0.27 -1.81 7 6 1272626897
-1.60 0.04 -0.20 100 8 1272626901
-21.00 0.49 -1.84 4 10 1272626906
-1.15 0.03 -0.31 2 0 1272626938
-1.40 0.04 -0.32 1 2 1272626943
-1.07 0.03 -0.21 100 4 1272626947
-11.40 0.31 -1.81 6 6 1272626952
-1.60 0.04 -0.20 100 8 1272626956
-21.02 0.57 -1.84 4 10 1272626961
-1.14 0.03 -0.30 2 0 1272626993
-1.39 0.04 -0.32 2 2 1272626998
-1.07 0.03 -0.21 100 4 1272627003
-11.40 0.35 -1.81 6 6 1272627007
-1.60 0.05 -0.20 100 8 1272627012
-21.00 0.64 -1.84 4 10 1272627016
-1.13 0.04 -0.30 2 0 1272627049
-1.39 0.05 -0.32 2 2 1272627053
-1.07 0.04 -0.21 100 4 1272627058
-11.40 0.39 -1.81 6 6 1272627062
-1.60 0.05 -0.20 100 8 1272627067
-21.02 0.72 -1.84 4 10 1272627072
-1.15 0.04 -0.31 2 0 1272627104
-1.40 0.05 -0.32 2 2 1272627109
-1.07 0.04 -0.21 100 4 1272627113
-11.40 0.43 -1.81 7 6 1272627118
