X Y Z Reflectivity LaserID Timestamp 
-1.13 0.00 -0.30 2 0 733550333
-1.40 0.00 -0.32 1 2 733550338
-1.05 0.00 -0.20 100 4 733550342
-6.99 0.01 -1.11 4 6 733550347
-1.58 0.00 -0.19 100 8 733550351
-1.13 0.01 -0.30 2 0 733550388
-1.41 0.01 -0.33 1 2 733550393
-1.06 0.01 -0.21 100 4 733550398
-6.98 0.03 -1.11 25 6 733550402
-1.59 0.01 -0.19 100 8 733550407
-8.78 0.04 -0.77 4 10 733550411
-8.42 0.04 -0.44 1 12 733550416
-1.13 0.01 -0.30 2 0 733550445
-1.40 0.01 -0.32 1 2 733550449
-1.07 0.01 -0.21 100 4 733550454
-6.97 0.06 -1.10 21 6 733550458
-1.59 0.01 -0.20 100 8 733550463
-9.08 0.07 -0.79 1 10 733550468
-1.13 0.01 -0.30 2 0 733550500
-1.41 0.02 -0.33 1 2 733550504
-1.06 0.01 -0.21 100 4 733550509
-7.12 0.08 -1.13 67 6 733550514
-1.59 0.02 -0.19 100 8 733550518
-1.14 0.02 -0.31 2 0 733550555
-1.40 0.02 -0.32 2 2 733550560
-1.06 0.02 -0.21 100 4 733550564
-1.58 0.02 -0.19 100 8 733550574
-7.93 0.12 -0.69 1 10 733550578
-1.14 0.02 -0.30 4 0 733550610
-1.39 0.03 -0.32 1 2 733550615
-1.06 0.02 -0.21 100 4 733550620
-7.11 0.13 -1.13 120 6 733550624
-1.58 0.03 -0.19 100 8 733550629
-7.94 0.15 -0.69 2 10 733550633
-1.13 0.02 -0.30 2 0 733550666
-1.41 0.03 -0.33 2 2 733550670
-1.06 0.02 -0.21 100 4 733550675
-7.11 0.16 -1.13 15 6 733550680
-1.58 0.03 -0.19 100 8 733550684
-8.01 0.18 -0.70 1 10 733550689
-1.14 0.03 -0.30 2 0 733550721
-1.42 0.04 -0.33 2 2 733550726
-1.07 0.03 -0.21 100 4 733550730
-7.07 0.18 -1.12 30 6 733550735
-1.59 0.04 -0.20 100 8 733550739
-20.82 0.53 -1.82 8 10 733550744
-1.13 0.03 -0.30 2 0 733550776
-1.40 0.04 -0.32 2 2 733550781
-1.07 0.03 -0.21 100 4 733550785
-7.09 0.21 -1.12 6 6 733550790
-1.58 0.05 -0.19 100 8 733550795
-20.74 0.60 -1.82 8 10 733550799
-1.14 0.04 -0.31 2 0 733550832
-1.39 0.05 -0.32 2 2 733550836
-1.08 0.04 -0.21 100 4 733550841
-1.57 0.05 -0.19 100 8 733550850
-8.17 0.27 -0.72 1 10 733550855
-1.14 0.04 -0.31 2 0 733550887
-1.40 0.05 -0.32 2 2 733550891
-1.06 0.04 -0.21 100 4 733550896
-7.15 0.26 -1.13 1 6 733550901
-1.58 0.06 -0.19 100 8 733550905
-8.13 0.29 -0.71 2 10 733550910
-23.74 0.86 -1.24 18 12 733550915
-1.13 0.04 -0.30 2 0 733550942
-1.42 0.06 -0.33 2 2 733550947
-1.07 0.04 -0.21 100 4 733550951
-7.24 0.29 -1.15 1 6 733550956
-1.58 0.06 -0.19 100 8 733550961
-8.13 0.32 -0.71 3 10 733550965
-43.54 1.73 -2.28 17 12 733550970
-1.13 0.05 -0.30 2 0 733550997
-1.40 0.06 -0.32 2 2 733551002
-1.07 0.05 -0.21 100 4 733551007
-7.27 0.31 -1.15 1 6 733551011
-1.58 0.07 -0.19 100 8 733551016
-8.14 0.35 -0.71 2 10 733551021
-1.13 0.05 -0.30 2 0 733551053
-1.40 0.06 -0.32 1 2 733551057
-1.07 0.05 -0.21 100 4 733551062
-7.36 0.34 -1.17 1 6 733551067
-1.58 0.07 -0.19 100 8 733551071
-8.17 0.38 -0.72 2 10 733551076
-1.12 0.06 -0.30 2 0 733551108
-1.39 0.07 -0.32 1 2 733551113
-1.07 0.05 -0.21 100 4 733551117
-9.96 0.50 -1.58 4 6 733551122
-1.59 0.08 -0.20 100 8 733551126
-20.05 1.01 -1.76 1 10 733551131
-1.14 0.06 -0.30 2 0 733551163
-1.41 0.08 -0.33 1 2 733551168
-1.06 0.06 -0.21 100 4 733551173
-9.78 0.53 -1.55 3 6 733551177
-1.59 0.09 -0.20 100 8 733551182
-19.80 1.06 -1.74 7 10 733551186
-1.15 0.07 -0.31 2 0 733551219
-1.41 0.08 -0.33 2 2 733551223
-1.07 0.06 -0.21 100 4 733551228
