X Y Z Reflectivity LaserID Timestamp 
-1.15 0.00 -0.31 2 0 1372437936
-1.41 0.00 -0.32 2 2 1372437941
-29.85 0.09 1.56 10 3 1372437943
-1.06 0.00 -0.21 100 4 1372437945
-30.38 0.10 2.66 5 5 1372437948
-11.41 0.04 -1.81 8 6 1372437950
-30.62 0.10 3.76 9 7 1372437952
-1.60 0.01 -0.20 100 8 1372437955
-22.53 0.07 -1.97 5 10 1372437959
-40.51 0.13 -2.12 14 12 1372437964
-1.14 0.01 -0.31 2 0 1372437992
-30.61 0.20 0.53 13 1 1372437994
-1.40 0.01 -0.32 2 2 1372437996
-1.06 0.01 -0.21 100 4 1372438001
-30.62 0.20 2.68 18 5 1372438003
-11.41 0.08 -1.81 8 6 1372438005
-30.30 0.20 3.72 9 7 1372438008
-1.59 0.01 -0.20 100 8 1372438010
-22.54 0.15 -1.97 5 10 1372438015
-30.57 0.20 -1.60 7 12 1372438019
-30.62 0.20 -0.53 8 14 1372438024
-1.15 0.01 -0.31 2 0 1372438047
-30.60 0.31 0.53 13 1 1372438049
-1.40 0.01 -0.32 2 2 1372438051
-30.50 0.31 1.60 10 3 1372438054
-1.05 0.01 -0.20 100 4 1372438056
-30.59 0.31 2.68 6 5 1372438058
-11.41 0.12 -1.81 8 6 1372438061
-30.29 0.31 3.72 9 7 1372438063
-1.60 0.02 -0.20 100 8 1372438065
-22.57 0.23 -1.97 5 10 1372438070
-30.55 0.31 -1.60 15 12 1372438074
-30.60 0.31 -0.53 8 14 1372438079
-1.12 0.02 -0.30 2 0 1372438102
-1.41 0.02 -0.33 2 2 1372438107
-1.06 0.01 -0.21 100 4 1372438111
-11.41 0.16 -1.81 8 6 1372438116
-1.59 0.02 -0.20 100 8 1372438121
-22.58 0.31 -1.98 5 10 1372438125
-40.40 0.55 -2.12 14 12 1372438130
-1.13 0.02 -0.30 4 0 1372438157
-48.30 0.83 0.84 17 1 1372438160
-1.39 0.02 -0.32 2 2 1372438162
