X Y Z Reflectivity LaserID Timestamp 
-1.12 0.01 -0.30 2 0 455859208
-1.42 0.01 -0.33 1 2 455859212
-1.05 0.00 -0.20 100 4 455859217
-11.83 0.05 -1.87 4 6 455859222
-1.59 0.01 -0.19 100 8 455859226
-23.04 0.10 -2.02 3 10 455859231
-1.15 0.01 -0.31 2 0 455859263
-1.42 0.01 -0.33 2 2 455859268
-1.06 0.01 -0.21 100 4 455859272
-11.82 0.09 -1.87 4 6 455859277
-1.60 0.01 -0.20 100 8 455859282
-1.14 0.01 -0.31 2 0 455859318
-1.40 0.02 -0.32 2 2 455859323
-1.06 0.01 -0.21 100 4 455859328
-11.82 0.14 -1.87 4 6 455859332
-1.59 0.02 -0.20 100 8 455859337
-1.15 0.02 -0.31 4 0 455859374
-1.41 0.02 -0.33 2 2 455859378
-1.07 0.02 -0.21 100 4 455859383
-11.82 0.18 -1.87 3 6 455859388
-1.58 0.02 -0.19 100 8 455859392
-1.15 0.02 -0.31 4 0 455859429
-1.41 0.03 -0.33 1 2 455859434
-1.06 0.02 -0.21 100 4 455859438
-11.83 0.21 -1.87 3 6 455859443
-1.58 0.03 -0.19 100 8 455859447
-1.14 0.02 -0.31 2 0 455859484
-1.43 0.03 -0.33 2 2 455859489
-1.06 0.02 -0.21 100 4 455859494
-11.82 0.25 -1.87 2 6 455859498
-1.59 0.03 -0.19 100 8 455859503
-1.14 0.03 -0.31 4 0 455859540
-1.41 0.04 -0.33 2 2 455859544
-1.07 0.03 -0.21 100 4 455859549
-11.81 0.30 -1.87 3 6 455859553
-1.59 0.04 -0.20 100 8 455859558
-1.15 0.03 -0.31 2 0 455859595
-1.41 0.04 -0.32 2 2 455859600
-1.07 0.03 -0.21 100 4 455859604
-11.82 0.34 -1.87 3 6 455859609
-1.59 0.05 -0.19 100 8 455859613
-1.15 0.04 -0.31 2 0 455859650
-1.40 0.05 -0.32 2 2 455859655
-1.07 0.03 -0.21 100 4 455859659
-11.82 0.38 -1.87 2 6 455859664
-1.58 0.05 -0.19 100 8 455859669
-1.15 0.04 -0.31 2 0 455859706
-1.41 0.05 -0.33 2 2 455859710
-1.06 0.04 -0.21 100 4 455859715
-11.83 0.42 -1.87 3 6 455859719
-1.58 0.06 -0.19 100 8 455859724
