X Y Z Reflectivity LaserID Timestamp 
-1.14 0.00 -0.31 2 0 1316709036
-1.40 0.00 -0.32 1 2 1316709041
-1.06 0.00 -0.21 100 4 1316709045
-11.65 0.03 -1.85 7 6 1316709050
-1.57 0.00 -0.19 100 8 1316709055
-22.59 0.05 -1.98 5 10 1316709059
-1.13 0.01 -0.30 2 0 1316709091
-1.40 0.01 -0.32 1 2 1316709096
-1.06 0.01 -0.21 100 4 1316709101
-11.67 0.07 -1.85 7 6 1316709105
-1.58 0.01 -0.19 100 8 1316709110
-22.60 0.13 -1.98 5 10 1316709114
-1.13 0.01 -0.30 2 0 1316709147
-1.40 0.01 -0.32 1 2 1316709151
-1.07 0.01 -0.21 100 4 1316709156
-11.67 0.11 -1.85 6 6 1316709161
-1.58 0.01 -0.19 100 8 1316709165
-22.59 0.21 -1.98 5 10 1316709170
-1.12 0.01 -0.30 2 0 1316709202
-1.40 0.02 -0.32 2 2 1316709207
-1.07 0.01 -0.21 100 4 1316709211
-11.67 0.15 -1.85 6 6 1316709216
-1.58 0.02 -0.19 100 8 1316709220
-22.60 0.28 -1.98 5 10 1316709225
-1.14 0.02 -0.30 4 0 1316709257
-1.39 0.02 -0.32 2 2 1316709262
-1.07 0.02 -0.21 100 4 1316709266
-11.68 0.19 -1.85 7 6 1316709271
-1.58 0.03 -0.19 100 8 1316709276
-22.62 0.36 -1.98 2 10 1316709280
-1.12 0.02 -0.30 2 0 1316709313
-1.39 0.03 -0.32 1 2 1316709317
-1.07 0.02 -0.21 100 4 1316709322
-11.68 0.23 -1.85 6 6 1316709326
-1.57 0.03 -0.19 100 8 1316709331
-22.64 0.44 -1.98 2 10 1316709336
-1.15 0.03 -0.31 2 0 1316709368
-1.39 0.03 -0.32 2 2 1316709372
-1.06 0.02 -0.21 100 4 1316709377
-11.70 0.27 -1.85 5 6 1316709382
-1.58 0.04 -0.19 100 8 1316709386
-22.66 0.52 -1.98 2 10 1316709391
-1.13 0.03 -0.30 2 0 1316709423
-1.39 0.04 -0.32 2 2 1316709428
-1.07 0.03 -0.21 100 4 1316709432
-11.69 0.31 -1.85 7 6 1316709437
-1.58 0.04 -0.19 100 8 1316709442
-22.65 0.60 -1.98 2 10 1316709446
-1.11 0.03 -0.30 2 0 1316709478
-1.40 0.04 -0.32 3 2 1316709483
-1.07 0.03 -0.21 100 4 1316709488
-11.69 0.35 -1.85 7 6 1316709492
-1.58 0.05 -0.19 100 8 1316709497
-22.66 0.67 -1.98 2 10 1316709502
-1.13 0.04 -0.30 2 0 1316709534
-1.39 0.05 -0.32 2 2 1316709538
-1.07 0.04 -0.21 100 4 1316709543
-11.69 0.39 -1.85 7 6 1316709548
-1.58 0.05 -0.19 100 8 1316709552
-22.70 0.75 -1.99 2 10 1316709557
-1.13 0.04 -0.30 2 0 1316709589
-1.39 0.05 -0.32 1 2 1316709594
-1.07 0.04 -0.21 100 4 1316709598
-11.70 0.43 -1.85 6 6 1316709603
-1.57 0.06 -0.19 100 8 1316709607
-22.72 0.84 -1.99 2 10 1316709612
-1.13 0.05 -0.30 2 0 1316709644
-1.39 0.06 -0.32 2 2 1316709649
-1.07 0.04 -0.21 100 4 1316709654
-11.71 0.47 -1.86 7 6 1316709658
-1.57 0.06 -0.19 100 8 1316709663
-22.72 0.92 -1.99 2 10 1316709667
-1.13 0.05 -0.30 2 0 1316709700
-1.39 0.06 -0.32 2 2 1316709704
-1.06 0.05 -0.21 100 4 1316709709
-11.71 0.51 -1.86 7 6 1316709713
-1.58 0.07 -0.19 100 8 1316709718
-22.69 0.99 -1.99 5 10 1316709723
-1.13 0.05 -0.30 2 0 1316709755
-1.40 0.07 -0.32 2 2 1316709760
-1.06 0.05 -0.21 100 4 1316709764
-11.70 0.55 -1.86 7 6 1316709769
-1.58 0.07 -0.19 100 8 1316709773
-22.74 1.08 -1.99 5 10 1316709778
-1.13 0.06 -0.30 2 0 1316709810
-1.40 0.07 -0.32 1 2 1316709815
-1.06 0.05 -0.21 100 4 1316709819
-11.70 0.59 -1.86 7 6 1316709824
-1.58 0.08 -0.19 100 8 1316709829
-22.76 1.16 -1.99 5 10 1316709833
-1.13 0.06 -0.30 2 0 1316709866
-1.39 0.08 -0.32 1 2 1316709870
-1.07 0.06 -0.21 100 4 1316709875
-11.71 0.64 -1.86 7 6 1316709879
-1.57 0.09 -0.19 95 8 1316709884
-22.79 1.24 -2.00 5 10 1316709889
-1.17 0.07 -0.31 2 0 1316709921
-1.40 0.08 -0.32 3 2 1316709925
-1.06 0.06 -0.21 100 4 1316709930
-11.72 0.68 -1.86 5 6 1316709935
-1.59 0.09 -0.20 98 8 1316709939
-22.79 1.31 -2.00 5 10 1316709944
-44.20 2.55 -2.32 18 12 1316709948
-1.12 0.07 -0.30 2 0 1316709976
-1.41 0.09 -0.33 2 2 1316709981
-1.06 0.06 -0.21 100 4 1316709985
-11.72 0.72 -1.86 6 6 1316709990
-1.60 0.10 -0.20 98 8 1316709995
-22.80 1.39 -2.00 2 10 1316709999
-1.15 0.07 -0.31 2 0 1316710031
-1.40 0.09 -0.32 1 2 1316710036
-1.06 0.07 -0.21 100 4 1316710041
-11.71 0.76 -1.86 6 6 1316710045
-1.60 0.10 -0.20 98 8 1316710050
-22.81 1.47 -2.00 2 10 1316710054
-1.13 0.08 -0.30 2 0 1316710087
-1.39 0.09 -0.32 1 2 1316710091
-1.07 0.07 -0.21 100 4 1316710096
-11.71 0.80 -1.86 5 6 1316710101
-1.60 0.11 -0.20 100 8 1316710105
-22.82 1.56 -2.00 2 10 1316710110
-1.13 0.08 -0.30 2 0 1316710142
-1.39 0.10 -0.32 2 2 1316710147
-1.07 0.08 -0.21 100 4 1316710151
-11.71 0.84 -1.86 6 6 1316710156
-1.59 0.11 -0.20 92 8 1316710160
-22.83 1.64 -2.00 2 10 1316710165
-1.13 0.08 -0.30 2 0 1316710197
-1.40 0.11 -0.32 2 2 1316710202
-1.06 0.08 -0.21 100 4 1316710207
-11.71 0.88 -1.86 6 6 1316710211
-1.59 0.12 -0.20 89 8 1316710216
-22.88 1.72 -2.01 3 10 1316710220
-1.11 0.09 -0.30 2 0 1316710253
-1.41 0.11 -0.33 2 2 1316710257
-1.05 0.08 -0.21 95 4 1316710262
-11.71 0.92 -1.86 6 6 1316710266
-1.59 0.13 -0.20 89 8 1316710271
-22.87 1.80 -2.01 3 10 1316710276
-1.12 0.09 -0.30 2 0 1316710308
-1.40 0.12 -0.32 1 2 1316710312
-1.07 0.09 -0.21 98 4 1316710317
-11.71 0.96 -1.86 6 6 1316710322
-1.60 0.13 -0.20 92 8 1316710326
-22.92 1.88 -2.01 3 10 1316710331
-1.13 0.10 -0.30 2 0 1316710363
-1.40 0.12 -0.32 2 2 1316710368
-1.08 0.09 -0.21 100 4 1316710372
-11.71 1.00 -1.86 6 6 1316710377
-1.59 0.14 -0.20 86 8 1316710382
-22.98 1.97 -2.02 3 10 1316710386
-1.14 0.10 -0.31 2 0 1316710418
-1.39 0.12 -0.32 2 2 1316710423
-1.08 0.10 -0.21 92 4 1316710428
-11.71 1.04 -1.86 5 6 1316710432
-1.58 0.14 -0.20 83 8 1316710437
-23.01 2.05 -2.02 3 10 1316710441
-1.12 0.10 -0.30 2 0 1316710474
-1.40 0.13 -0.33 2 2 1316710478
-1.07 0.10 -0.21 87 4 1316710483
-11.71 1.08 -1.86 6 6 1316710488
-1.59 0.15 -0.20 74 8 1316710492
-23.10 2.14 -2.03 3 10 1316710497
-1.12 0.11 -0.30 2 0 1316710529
-1.40 0.13 -0.32 1 2 1316710534
-1.07 0.10 -0.21 92 4 1316710538
-11.71 1.12 -1.86 6 6 1316710543
-1.59 0.15 -0.20 83 8 1316710547
-23.13 2.22 -2.03 3 10 1316710552
-1.13 0.11 -0.30 2 0 1316710584
-1.40 0.14 -0.32 2 2 1316710589
-1.07 0.11 -0.21 83 4 1316710593
-11.70 1.17 -1.86 7 6 1316710598
-1.59 0.16 -0.20 74 8 1316710603
-23.19 2.31 -2.04 3 10 1316710607
-1.15 0.12 -0.31 2 0 1316710640
-1.39 0.14 -0.32 2 2 1316710644
-1.07 0.11 -0.21 81 4 1316710649
-11.71 1.21 -1.86 7 6 1316710653
-1.60 0.16 -0.20 77 8 1316710658
-23.29 2.40 -2.05 3 10 1316710663
-1.14 0.12 -0.31 2 0 1316710695
-1.40 0.15 -0.33 2 2 1316710699
-1.07 0.11 -0.21 90 4 1316710704
-11.71 1.25 -1.87 6 6 1316710709
-1.58 0.17 -0.20 60 8 1316710713
-23.33 2.48 -2.05 3 10 1316710718
-1.16 0.13 -0.31 2 0 1316710750
-1.40 0.15 -0.32 2 2 1316710755
-1.06 0.12 -0.21 73 4 1316710759
-11.71 1.29 -1.87 6 6 1316710764
-1.60 0.18 -0.20 65 8 1316710769
-23.41 2.57 -2.06 3 10 1316710773
-1.13 0.13 -0.31 2 0 1316710805
-1.41 0.16 -0.33 2 2 1316710810
-1.07 0.12 -0.21 73 4 1316710815
-11.71 1.33 -1.87 6 6 1316710819
-1.60 0.18 -0.20 65 8 1316710824
-23.44 2.66 -2.06 3 10 1316710829
-1.11 0.13 -0.30 2 0 1316710861
-1.41 0.16 -0.33 1 2 1316710865
-1.07 0.13 -0.21 71 4 1316710870
-11.70 1.37 -1.87 7 6 1316710875
-1.60 0.19 -0.20 65 8 1316710879
-23.52 2.75 -2.07 3 10 1316710884
-1.13 0.14 -0.31 2 0 1316710916
-1.39 0.17 -0.32 1 2 1316710921
-1.07 0.13 -0.21 63 4 1316710925
-11.70 1.41 -1.87 6 6 1316710930
-1.60 0.19 -0.20 58 8 1316710934
-23.57 2.84 -2.08 3 10 1316710939
-1.15 0.14 -0.31 2 0 1316710971
-1.41 0.17 -0.33 1 2 1316710976
-1.08 0.13 -0.21 66 4 1316710981
-11.69 1.45 -1.87 6 6 1316710985
-1.59 0.20 -0.20 55 8 1316710990
-23.62 2.93 -2.08 3 10 1316710994
-1.14 0.15 -0.31 2 0 1316711027
-1.42 0.18 -0.33 1 2 1316711031
-1.06 0.14 -0.21 56 4 1316711036
-11.70 1.49 -1.87 6 6 1316711040
-1.59 0.20 -0.20 58 8 1316711045
-23.69 3.02 -2.09 3 10 1316711050
-1.11 0.15 -0.30 2 0 1316711082
-1.38 0.18 -0.32 2 2 1316711087
-1.07 0.14 -0.21 56 4 1316711091
-11.70 1.53 -1.87 6 6 1316711096
-1.60 0.21 -0.20 58 8 1316711100
-23.73 3.11 -2.09 3 10 1316711105
-54.52 7.14 -0.96 20 14 1316711114
-1.13 0.15 -0.31 2 0 1316711137
-54.39 7.31 0.96 19 1 1316711140
-1.39 0.19 -0.32 1 2 1316711142
-1.07 0.14 -0.21 56 4 1316711146
-11.69 1.57 -1.87 5 6 1316711151
-1.60 0.22 -0.20 57 8 1316711156
-23.82 3.20 -2.10 3 10 1316711160
-52.80 7.10 -2.79 27 12 1316711165
-1.13 0.16 -0.31 2 0 1316711193
-1.39 0.19 -0.32 1 2 1316711197
-1.08 0.15 -0.21 58 4 1316711202
-11.69 1.61 -1.87 6 6 1316711206
-1.60 0.22 -0.20 54 8 1316711211
-23.85 3.29 -2.11 3 10 1316711216
-52.73 7.27 -2.79 27 12 1316711220
-1.13 0.16 -0.31 2 0 1316711248
-1.40 0.20 -0.33 2 2 1316711252
-1.08 0.15 -0.21 56 4 1316711257
