X Y Z Reflectivity LaserID Timestamp 
-1.16 0.01 -0.31 2 0 421471188
-1.41 0.01 -0.32 2 2 421471193
-1.07 0.01 -0.21 100 4 421471198
-10.92 0.07 -1.73 9 6 421471202
-1.58 0.01 -0.19 100 8 421471207
-17.42 0.12 2.76 7 9 421471209
-23.07 0.16 -2.02 9 10 421471211
-17.94 0.12 3.49 12 11 421471214
-14.54 0.10 3.36 13 13 421471218
-15.86 0.11 4.25 14 15 421471223
-1.16 0.01 -0.31 2 0 421471244
-1.42 0.01 -0.33 2 2 421471248
-1.06 0.01 -0.21 100 4 421471253
-10.93 0.11 -1.73 9 6 421471258
-1.59 0.02 -0.20 100 8 421471262
-23.14 0.24 -2.02 6 10 421471267
-18.62 0.19 3.62 13 11 421471269
-35.93 0.37 -1.88 11 12 421471271
-14.76 0.15 3.41 4 13 421471274
-15.91 0.16 4.26 14 15 421471278
-1.14 0.02 -0.30 2 0 421471299
-1.42 0.02 -0.33 2 2 421471304
-1.06 0.01 -0.21 100 4 421471308
-10.93 0.15 -1.73 9 6 421471313
-1.59 0.02 -0.19 100 8 421471317
-21.58 0.30 -1.89 7 10 421471322
-18.55 0.26 3.61 2 11 421471324
-35.88 0.49 -1.88 22 12 421471327
-14.68 0.20 3.39 7 13 421471329
-15.62 0.22 4.19 12 15 421471334
-1.14 0.02 -0.30 4 0 421471354
-1.42 0.02 -0.33 2 2 421471359
-1.06 0.02 -0.21 100 4 421471364
-10.93 0.19 -1.73 8 6 421471368
-17.86 0.31 2.19 19 7 421471370
-1.59 0.03 -0.20 100 8 421471373
-21.60 0.37 -1.89 10 10 421471377
-18.35 0.32 3.57 7 11 421471380
-35.91 0.62 -1.88 11 12 421471382
-14.63 0.25 3.38 12 13 421471384
-15.66 0.27 4.20 12 15 421471389
-1.14 0.02 -0.31 4 0 421471410
-1.42 0.03 -0.33 1 2 421471414
-1.07 0.02 -0.21 100 4 421471419
-10.91 0.23 -1.73 8 6 421471423
-17.82 0.37 2.19 26 7 421471426
-1.59 0.03 -0.20 100 8 421471428
-17.93 0.37 2.84 3 9 421471430
-21.56 0.45 -1.89 9 10 421471433
-18.40 0.38 3.58 5 11 421471435
-14.43 0.30 3.33 15 13 421471439
-35.03 0.73 -0.61 27 14 421471442
-15.69 0.33 4.21 14 15 421471444
-1.15 0.03 -0.31 4 0 421471465
-1.42 0.03 -0.33 2 2 421471469
-1.07 0.03 -0.21 100 4 421471474
-10.90 0.26 -1.73 9 6 421471479
-17.66 0.43 2.17 32 7 421471481
-1.59 0.04 -0.19 100 8 421471483
-17.83 0.43 2.82 13 9 421471486
-21.55 0.52 -1.89 7 10 421471488
-18.20 0.44 3.54 10 11 421471490
-14.50 0.35 3.35 17 13 421471495
-35.04 0.85 -0.61 36 14 421471497
-16.02 0.39 4.29 14 15 421471499
-1.14 0.03 -0.30 2 0 421471520
-1.42 0.04 -0.33 2 2 421471525
-1.06 0.03 -0.21 100 4 421471529
-10.89 0.30 -1.73 9 6 421471534
-17.69 0.49 2.17 29 7 421471536
-1.59 0.04 -0.19 100 8 421471539
-17.83 0.49 2.83 16 9 421471541
-21.54 0.60 -1.89 4 10 421471543
-14.59 0.40 2.84 3 11 421471545
-14.65 0.41 3.38 22 13 421471550
-35.03 0.97 -0.61 36 14 421471552
-15.84 0.44 4.24 12 15 421471555
-1.14 0.04 -0.31 2 0 421471575
-1.42 0.04 -0.33 2 2 421471580
-1.06 0.03 -0.21 100 4 421471585
-10.89 0.34 -1.73 9 6 421471589
-17.69 0.55 2.17 26 7 421471592
-1.59 0.05 -0.20 100 8 421471594
-17.84 0.56 2.83 11 9 421471596
-21.52 0.67 -1.88 7 10 421471598
-14.61 0.46 2.84 3 11 421471601
-31.96 1.00 -1.68 8 12 421471603
-14.61 0.46 3.38 17 13 421471605
-35.03 1.09 -0.61 63 14 421471608
-15.93 0.50 4.27 12 15 421471610
-1.15 0.04 -0.31 2 0 421471631
-1.41 0.05 -0.33 2 2 421471635
-1.07 0.04 -0.21 100 4 421471640
-10.88 0.38 -1.72 9 6 421471645
-18.07 0.63 2.22 29 7 421471647
-1.59 0.06 -0.19 100 8 421471649
-17.92 0.62 2.84 11 9 421471651
-21.52 0.75 -1.88 4 10 421471654
-18.09 0.63 3.52 10 11 421471656
-31.95 1.11 -1.68 8 12 421471658
-14.62 0.51 3.38 16 13 421471661
-35.04 1.22 -0.61 82 14 421471663
-15.93 0.55 4.27 12 15 421471665
-1.15 0.04 -0.31 2 0 421471686
-1.41 0.05 -0.33 3 2 421471691
-1.07 0.04 -0.21 100 4 421471695
-10.88 0.42 -1.72 9 6 421471700
-18.29 0.70 2.25 26 7 421471702
-1.59 0.06 -0.20 100 8 421471704
-17.98 0.69 2.85 13 9 421471707
-21.52 0.82 -1.88 7 10 421471709
-17.97 0.69 3.49 12 11 421471711
-31.90 1.22 -1.67 8 12 421471714
-14.67 0.56 3.39 12 13 421471716
-16.26 0.62 4.36 13 15 421471721
-1.14 0.05 -0.30 2 0 421471741
-1.42 0.06 -0.33 2 2 421471746
-1.07 0.04 -0.21 100 4 421471750
-10.88 0.45 -1.73 9 6 421471755
-16.44 0.69 2.02 15 7 421471757
-1.59 0.07 -0.19 100 8 421471760
-21.53 0.90 -1.89 7 10 421471764
-17.81 0.74 3.47 15 11 421471767
-31.94 1.33 -1.68 8 12 421471769
-14.67 0.61 3.39 15 13 421471771
-37.96 1.58 -0.66 9 14 421471774
-16.23 0.68 4.35 15 15 421471776
-1.14 0.05 -0.30 2 0 421471797
-37.80 1.71 0.66 8 1 421471799
-1.42 0.06 -0.33 1 2 421471801
-1.06 0.05 -0.21 100 4 421471806
-10.88 0.49 -1.72 9 6 421471810
-16.44 0.74 2.02 21 7 421471813
-1.59 0.07 -0.20 100 8 421471815
-17.80 0.81 2.82 4 9 421471817
-21.50 0.97 -1.88 7 10 421471820
-17.79 0.80 3.46 10 11 421471822
-31.94 1.44 -1.68 8 12 421471824
-14.67 0.66 3.39 2 13 421471827
-38.05 1.72 -0.66 9 14 421471829
-16.10 0.73 4.32 15 15 421471831
-1.14 0.06 -0.30 2 0 421471852
-1.41 0.07 -0.33 1 2 421471856
-1.06 0.05 -0.21 100 4 421471861
-10.88 0.53 -1.73 9 6 421471866
-18.23 0.88 2.24 26 7 421471868
-1.59 0.08 -0.20 100 8 421471870
-12.65 0.61 2.01 23 9 421471873
-21.52 1.05 -1.89 4 10 421471875
-14.77 0.72 2.87 11 11 421471877
-31.93 1.55 -1.68 8 12 421471880
-14.66 0.71 3.39 6 13 421471882
-15.84 0.77 4.25 10 15 421471886
-1.12 0.06 -0.30 2 0 421471907
-1.42 0.07 -0.33 1 2 421471912
-1.07 0.06 -0.21 100 4 421471916
-16.13 0.84 1.41 7 5 421471919
-10.87 0.57 -1.72 9 6 421471921
-16.36 0.85 2.01 21 7 421471923
-1.59 0.08 -0.20 100 8 421471926
-12.62 0.66 2.00 10 9 421471928
-21.50 1.12 -1.88 4 10 421471930
-17.82 0.93 3.47 10 11 421471933
-31.93 1.66 -1.68 8 12 421471935
-14.66 0.76 3.39 8 13 421471937
-38.83 2.02 -0.68 9 14 421471939
-15.97 0.83 4.28 4 15 421471942
-1.15 0.06 -0.31 2 0 421471962
-1.41 0.08 -0.33 2 2 421471967
-38.52 2.14 2.02 13 3 421471969
-1.07 0.06 -0.21 100 4 421471972
-16.03 0.89 1.40 8 5 421471974
-10.87 0.60 -1.72 10 6 421471976
-16.41 0.91 2.02 25 7 421471979
-1.59 0.09 -0.20 100 8 421471981
-12.42 0.69 1.97 14 9 421471983
-21.49 1.19 -1.88 7 10 421471986
-14.71 0.82 2.86 6 11 421471988
-31.92 1.77 -1.68 8 12 421471990
-14.68 0.82 3.39 6 13 421471992
-15.89 0.88 4.26 8 15 421471997
-1.16 0.07 -0.31 2 0 421472018
-1.41 0.08 -0.33 3 2 421472022
-1.07 0.06 -0.21 100 4 421472027
-16.15 0.95 1.42 8 5 421472029
-10.87 0.64 -1.72 9 6 421472032
-12.21 0.72 1.50 8 7 421472034
-1.58 0.09 -0.19 100 8 421472036
-12.38 0.73 1.96 17 9 421472038
