X Y Z Reflectivity LaserID Timestamp 
-1.13 0.01 -0.30 2 0 1031746723
-1.41 0.01 -0.32 2 2 1031746728
-1.07 0.01 -0.21 100 4 1031746732
-11.61 0.06 -1.84 8 6 1031746737
-1.58 0.01 -0.19 100 8 1031746742
-23.62 0.12 -2.07 52 10 1031746746
-1.14 0.01 -0.31 2 0 1031746778
-1.40 0.01 -0.32 2 2 1031746783
-1.06 0.01 -0.21 100 4 1031746788
-11.61 0.10 -1.84 8 6 1031746792
-1.58 0.01 -0.19 100 8 1031746797
-1.14 0.01 -0.30 2 0 1031746834
-1.41 0.02 -0.32 2 2 1031746838
-1.05 0.01 -0.20 100 4 1031746843
-11.62 0.15 -1.84 8 6 1031746848
-1.57 0.02 -0.19 100 8 1031746852
-23.82 0.30 -2.08 9 10 1031746857
-1.12 0.02 -0.30 4 0 1031746889
-1.41 0.02 -0.33 2 2 1031746894
-1.05 0.02 -0.20 100 4 1031746898
-11.62 0.18 -1.84 8 6 1031746903
-1.58 0.03 -0.19 100 8 1031746907
-23.87 0.38 -2.09 6 10 1031746912
-1.14 0.02 -0.30 4 0 1031746944
-1.39 0.03 -0.32 1 2 1031746949
-1.07 0.02 -0.21 100 4 1031746953
-11.61 0.22 -1.84 8 6 1031746958
-1.59 0.03 -0.19 100 8 1031746963
-23.91 0.46 -2.09 6 10 1031746967
-52.35 1.01 -0.91 19 14 1031746977
-1.14 0.03 -0.31 4 0 1031747000
-1.41 0.03 -0.33 2 2 1031747004
-1.07 0.02 -0.21 100 4 1031747009
-11.62 0.26 -1.84 8 6 1031747013
-1.58 0.04 -0.19 100 8 1031747018
-23.98 0.54 -2.10 6 10 1031747023
-52.22 1.18 -0.91 19 14 1031747032
-1.13 0.03 -0.30 2 0 1031747055
-1.40 0.04 -0.32 2 2 1031747059
-1.07 0.03 -0.21 100 4 1031747064
-11.62 0.31 -1.84 8 6 1031747069
-1.57 0.04 -0.19 100 8 1031747073
-24.02 0.64 -2.10 6 10 1031747078
-52.21 1.39 -0.91 19 14 1031747087
-1.15 0.03 -0.31 2 0 1031747110
-45.65 1.36 0.80 60 1 1031747112
-1.40 0.04 -0.32 2 2 1031747115
-1.06 0.03 -0.21 100 4 1031747119
-11.64 0.35 -1.84 8 6 1031747124
-1.58 0.05 -0.19 100 8 1031747129
-24.08 0.72 -2.11 6 10 1031747133
-48.51 1.45 -0.85 16 14 1031747142
-1.14 0.04 -0.31 2 0 1031747165
-45.68 1.53 0.80 60 1 1031747168
-1.40 0.05 -0.32 2 2 1031747170
-1.06 0.04 -0.21 100 4 1031747175
-11.63 0.39 -1.84 8 6 1031747179
-1.58 0.05 -0.19 100 8 1031747184
-24.11 0.81 -2.11 6 10 1031747189
-44.18 1.48 -2.32 18 12 1031747193
-48.18 1.61 -0.84 16 14 1031747198
-1.12 0.04 -0.30 2 0 1031747221
-45.67 1.68 0.80 60 1 1031747223
-1.41 0.05 -0.33 2 2 1031747225
-1.07 0.04 -0.21 100 4 1031747230
-40.07 1.48 3.51 10 5 1031747232
-11.64 0.43 -1.84 7 6 1031747235
-1.59 0.06 -0.19 100 8 1031747239
-24.15 0.89 -2.11 6 10 1031747244
-43.93 1.62 -2.30 18 12 1031747248
-45.71 1.68 -0.80 14 14 1031747253
-1.14 0.05 -0.31 2 0 1031747276
-45.75 1.85 0.80 15 1 1031747278
-1.41 0.06 -0.32 2 2 1031747281
-1.07 0.04 -0.21 100 4 1031747285
-40.03 1.61 3.51 10 5 1031747288
-11.65 0.47 -1.85 8 6 1031747290
-1.58 0.06 -0.19 100 8 1031747294
-24.24 0.98 -2.12 6 10 1031747299
-43.81 1.77 -2.30 18 12 1031747304
-48.00 1.94 -0.84 16 14 1031747308
-1.15 0.05 -0.31 2 0 1031747331
-1.41 0.06 -0.33 2 2 1031747336
-1.07 0.05 -0.21 100 4 1031747341
-39.96 1.74 3.50 10 5 1031747343
-11.66 0.51 -1.85 8 6 1031747345
-1.57 0.07 -0.19 100 8 1031747350
-24.29 1.06 -2.13 7 10 1031747354
-43.60 1.90 -2.29 18 12 1031747359
-46.69 2.04 -0.82 15 14 1031747364
-1.14 0.05 -0.31 2 0 1031747387
-1.40 0.07 -0.32 1 2 1031747391
-1.06 0.05 -0.21 100 4 1031747396
-11.67 0.55 -1.85 8 6 1031747400
-1.57 0.07 -0.19 100 8 1031747405
-24.38 1.15 -2.13 7 10 1031747410
-42.76 2.02 -2.24 17 12 1031747414
-1.12 0.06 -0.30 2 0 1031747442
-1.41 0.07 -0.33 1 2 1031747447
-1.06 0.05 -0.21 100 4 1031747451
-11.68 0.59 -1.85 8 6 1031747456
-1.58 0.08 -0.19 100 8 1031747460
-24.42 1.23 -2.14 7 10 1031747465
-42.26 2.13 -2.22 16 12 1031747470
-1.14 0.06 -0.31 2 0 1031747497
-1.41 0.08 -0.33 1 2 1031747502
-1.07 0.06 -0.21 100 4 1031747506
-39.52 2.15 3.46 10 5 1031747509
-11.68 0.63 -1.85 8 6 1031747511
-1.59 0.09 -0.19 95 8 1031747516
-24.44 1.33 -2.14 7 10 1031747520
-41.99 2.28 -2.20 16 12 1031747525
-1.15 0.07 -0.31 2 0 1031747553
-1.41 0.08 -0.33 3 2 1031747557
-1.07 0.06 -0.21 100 4 1031747562
-11.70 0.67 -1.86 8 6 1031747566
-1.60 0.09 -0.20 100 8 1031747571
-24.49 1.41 -2.15 7 10 1031747576
-40.84 2.36 -2.14 15 12 1031747580
-1.15 0.07 -0.31 2 0 1031747608
-1.41 0.09 -0.33 3 2 1031747612
-42.54 2.61 2.23 16 3 1031747615
-1.07 0.07 -0.21 100 4 1031747617
-11.71 0.72 -1.86 8 6 1031747622
-1.59 0.10 -0.20 95 8 1031747626
-24.58 1.51 -2.15 7 10 1031747631
-1.16 0.07 -0.31 2 0 1031747663
-1.42 0.09 -0.33 1 2 1031747668
-1.06 0.07 -0.21 100 4 1031747672
-11.73 0.76 -1.86 8 6 1031747677
-1.59 0.10 -0.20 92 8 1031747682
-24.72 1.60 -2.17 7 10 1031747686
-39.62 2.56 -2.08 13 12 1031747691
-39.87 2.58 -0.70 10 14 1031747695
-1.13 0.08 -0.30 2 0 1031747718
-48.71 3.33 0.85 18 1 1031747721
-1.42 0.10 -0.33 1 2 1031747723
-1.06 0.07 -0.21 100 4 1031747728
-11.73 0.80 -1.86 8 6 1031747732
-44.78 3.06 5.51 18 7 1031747735
-1.59 0.11 -0.20 83 8 1031747737
-24.75 1.69 -2.17 7 10 1031747741
-38.37 2.62 -2.02 13 12 1031747746
-1.13 0.08 -0.30 2 0 1031747774
-48.66 3.49 0.85 18 1 1031747776
-1.42 0.10 -0.33 2 2 1031747778
-1.07 0.08 -0.21 100 4 1031747783
-42.83 3.07 3.76 13 5 1031747785
-11.70 0.84 -1.86 29 6 1031747788
-1.59 0.11 -0.20 89 8 1031747792
-24.67 1.77 -2.16 3 10 1031747797
-37.13 2.66 -1.95 12 12 1031747801
-1.13 0.09 -0.30 2 0 1031747829
-48.85 3.68 0.86 18 1 1031747831
