X Y Z Reflectivity LaserID Timestamp 
-1.13 0.00 -0.30 2 0 856254313
-1.41 0.00 -0.32 2 2 856254317
-1.07 0.00 -0.21 100 4 856254322
-11.33 0.02 -1.79 9 6 856254326
-1.60 0.00 -0.20 100 8 856254331
-28.28 0.04 -2.47 4 10 856254336
-67.85 0.09 -3.56 45 12 856254340
-1.15 0.01 -0.31 2 0 856254368
-1.40 0.01 -0.32 2 2 856254373
-1.06 0.01 -0.21 100 4 856254377
-11.30 0.06 -1.79 10 6 856254382
-1.60 0.01 -0.20 100 8 856254386
-28.18 0.14 -2.47 4 10 856254391
-1.15 0.01 -0.31 2 0 856254423
-1.41 0.01 -0.32 2 2 856254428
-1.06 0.01 -0.21 100 4 856254432
-11.41 0.09 -1.81 11 6 856254437
-1.60 0.01 -0.20 100 8 856254442
-28.18 0.23 -2.47 4 10 856254446
-1.13 0.01 -0.30 2 0 856254479
-1.41 0.02 -0.33 2 2 856254483
-1.06 0.01 -0.21 100 4 856254488
-11.41 0.13 -1.81 12 6 856254492
-1.60 0.02 -0.20 100 8 856254497
-27.98 0.33 -2.45 4 10 856254502
-1.14 0.02 -0.31 4 0 856254534
-1.40 0.02 -0.32 2 2 856254538
-1.06 0.02 -0.21 100 4 856254543
-11.40 0.17 -1.81 13 6 856254548
-1.60 0.02 -0.20 100 8 856254552
-27.98 0.42 -2.45 4 10 856254557
-1.13 0.02 -0.30 4 0 856254589
-1.40 0.03 -0.32 1 2 856254594
-1.07 0.02 -0.21 100 4 856254598
-11.38 0.21 -1.80 13 6 856254603
-1.60 0.03 -0.20 100 8 856254608
-27.88 0.52 -2.44 4 10 856254612
-1.16 0.03 -0.31 2 0 856254644
-1.42 0.03 -0.33 2 2 856254649
-34.77 0.76 1.82 11 3 856254651
-1.08 0.02 -0.21 100 4 856254654
-11.31 0.25 -1.79 17 6 856254658
-1.60 0.04 -0.20 100 8 856254663
-27.88 0.61 -2.44 4 10 856254667
-1.14 0.03 -0.30 2 0 856254700
-1.42 0.04 -0.33 2 2 856254704
-33.45 0.85 1.75 11 3 856254707
-1.06 0.03 -0.21 100 4 856254709
-11.30 0.29 -1.79 21 6 856254714
-1.60 0.04 -0.20 100 8 856254718
-27.74 0.71 -2.43 4 10 856254723
-1.14 0.03 -0.30 2 0 856254755
-1.40 0.04 -0.32 2 2 856254760
-1.07 0.03 -0.21 100 4 856254764
-11.36 0.33 -1.80 20 6 856254769
-1.60 0.05 -0.20 100 8 856254773
-27.69 0.81 -2.42 4 10 856254778
-1.13 0.04 -0.30 2 0 856254810
-34.19 1.12 0.60 7 1 856254813
-1.41 0.05 -0.32 2 2 856254815
-34.15 1.11 1.79 11 3 856254817
-1.07 0.03 -0.21 100 4 856254820
-11.39 0.37 -1.81 19 6 856254824
-1.61 0.05 -0.20 100 8 856254829
-27.63 0.90 -2.42 4 10 856254833
-40.09 1.31 -2.10 14 12 856254838
-1.14 0.04 -0.30 2 0 856254866
-32.84 1.18 0.57 7 1 856254868
-1.39 0.05 -0.32 2 2 856254870
-33.54 1.20 1.76 11 3 856254872
-1.07 0.04 -0.21 100 4 856254875
-11.34 0.41 -1.80 21 6 856254879
