X Y Z Reflectivity LaserID Timestamp 
-1.14 0.01 -0.30 2 0 1429852476
-1.41 0.01 -0.32 2 2 1429852481
-1.06 0.01 -0.21 100 4 1429852485
-11.62 0.06 -1.84 4 6 1429852490
-1.57 0.01 -0.19 100 8 1429852495
-20.56 0.10 -1.80 2 10 1429852499
-19.88 0.10 -1.04 17 12 1429852504
-1.14 0.01 -0.31 2 0 1429852532
-1.41 0.01 -0.32 2 2 1429852536
-1.05 0.01 -0.20 100 4 1429852541
-11.62 0.10 -1.84 4 6 1429852545
-1.58 0.01 -0.19 100 8 1429852550
-20.52 0.17 -1.80 4 10 1429852555
-19.88 0.16 -1.04 23 12 1429852559
-1.14 0.01 -0.31 2 0 1429852587
-1.40 0.02 -0.32 2 2 1429852591
-1.06 0.01 -0.21 100 4 1429852596
-11.61 0.14 -1.84 3 6 1429852601
-1.58 0.02 -0.19 100 8 1429852605
-22.34 0.27 -1.95 5 10 1429852610
-19.87 0.24 -1.04 25 12 1429852614
-20.31 0.24 -0.35 4 14 1429852619
-1.13 0.02 -0.30 4 0 1429852642
-1.41 0.02 -0.32 2 2 1429852647
-1.06 0.02 -0.21 100 4 1429852651
-11.60 0.18 -1.84 2 6 1429852656
-1.58 0.02 -0.19 100 8 1429852661
-22.32 0.34 -1.95 5 10 1429852665
-19.84 0.30 -1.04 37 12 1429852670
-20.29 0.31 -0.35 4 14 1429852674
-1.14 0.02 -0.30 4 0 1429852697
-1.40 0.03 -0.32 2 2 1429852702
-1.07 0.02 -0.21 100 4 1429852707
-11.60 0.21 -1.84 2 6 1429852711
-1.58 0.03 -0.19 100 8 1429852716
-22.32 0.41 -1.95 5 10 1429852720
-19.82 0.37 -1.04 57 12 1429852725
-20.20 0.37 -0.35 2 14 1429852730
-1.14 0.03 -0.31 2 0 1429852753
-1.40 0.03 -0.32 2 2 1429852757
-1.07 0.02 -0.21 100 4 1429852762
-11.59 0.25 -1.84 2 6 1429852767
-1.58 0.03 -0.19 100 8 1429852771
-22.31 0.49 -1.95 5 10 1429852776
-19.82 0.43 -1.04 77 12 1429852780
-20.16 0.44 -0.35 4 14 1429852785
-1.14 0.03 -0.31 4 0 1429852808
-1.41 0.04 -0.32 2 2 1429852813
-1.06 0.03 -0.21 100 4 1429852817
-11.59 0.30 -1.84 2 6 1429852822
-1.57 0.04 -0.19 100 8 1429852826
-22.30 0.57 -1.95 5 10 1429852831
-19.81 0.51 -1.04 89 12 1429852836
-20.14 0.51 -0.35 4 14 1429852840
-1.13 0.03 -0.30 2 0 1429852863
-1.41 0.04 -0.33 2 2 1429852868
-1.06 0.03 -0.21 100 4 1429852873
-11.59 0.33 -1.84 3 6 1429852877
-1.58 0.05 -0.19 100 8 1429852882
-22.26 0.64 -1.95 2 10 1429852886
-20.15 0.58 -0.35 4 14 1429852896
-1.13 0.04 -0.30 2 0 1429852919
-1.40 0.05 -0.32 2 2 1429852923
-1.07 0.03 -0.21 100 4 1429852928
-11.56 0.38 -1.83 3 6 1429852932
-1.58 0.05 -0.19 100 8 1429852937
-22.25 0.72 -1.95 5 10 1429852942
-19.80 0.64 -1.04 100 12 1429852946
-20.16 0.65 -0.35 16 14 1429852951
-1.14 0.04 -0.30 2 0 1429852974
-1.40 0.05 -0.32 2 2 1429852978
-1.07 0.04 -0.21 100 4 1429852983
-11.55 0.42 -1.83 3 6 1429852988
-1.58 0.06 -0.19 100 8 1429852992
-22.24 0.80 -1.95 5 10 1429852997
-19.80 0.71 -1.04 86 12 1429853001
-20.16 0.72 -0.35 16 14 1429853006
-1.14 0.05 -0.31 2 0 1429853029
-1.41 0.06 -0.33 3 2 1429853034
-1.07 0.04 -0.21 100 4 1429853038
-11.56 0.46 -1.83 4 6 1429853043
-1.58 0.06 -0.19 100 8 1429853048
-22.25 0.88 -1.95 2 10 1429853052
-19.80 0.78 -1.04 69 12 1429853057
-20.16 0.80 -0.35 18 14 1429853061
-1.15 0.05 -0.31 2 0 1429853084
-1.41 0.06 -0.32 2 2 1429853089
-1.06 0.05 -0.21 100 4 1429853094
-11.56 0.50 -1.83 6 6 1429853098
-1.57 0.07 -0.19 100 8 1429853103
-22.22 0.95 -1.95 2 10 1429853107
-19.80 0.85 -1.04 46 12 1429853112
-20.13 0.86 -0.35 4 14 1429853117
-1.13 0.05 -0.30 2 0 1429853140
-54.32 2.51 0.95 19 1 1429853142
-1.41 0.07 -0.33 1 2 1429853144
-1.06 0.05 -0.21 100 4 1429853149
-11.55 0.53 -1.83 6 6 1429853154
-1.58 0.07 -0.19 100 8 1429853158
-22.21 1.03 -1.94 2 10 1429853163
-19.82 0.92 -1.04 37 12 1429853167
-20.15 0.93 -0.35 4 14 1429853172
-1.12 0.06 -0.30 2 0 1429853195
-1.41 0.07 -0.33 2 2 1429853200
-1.07 0.05 -0.21 100 4 1429853204
-11.54 0.57 -1.83 5 6 1429853209
-1.59 0.08 -0.19 100 8 1429853213
-19.82 0.99 -1.04 28 12 1429853223
-20.17 1.00 -0.35 4 14 1429853227
-1.12 0.06 -0.30 2 0 1429853250
-1.40 0.07 -0.32 1 2 1429853255
-1.07 0.06 -0.21 100 4 1429853259
-11.53 0.61 -1.83 4 6 1429853264
-1.59 0.08 -0.19 100 8 1429853269
-65.61 3.50 10.41 36 9 1429853271
-19.82 1.06 -1.04 25 12 1429853278
-20.19 1.08 -0.35 4 14 1429853283
-1.16 0.07 -0.31 2 0 1429853306
-1.39 0.08 -0.32 2 2 1429853310
-1.06 0.06 -0.21 100 4 1429853315
-11.52 0.65 -1.83 2 6 1429853319
-66.88 3.80 8.23 43 7 1429853322
-1.59 0.09 -0.19 100 8 1429853324
-22.20 1.26 -1.95 2 10 1429853329
-19.84 1.13 -1.04 23 12 1429853333
-20.24 1.15 -0.35 4 14 1429853338
-1.12 0.07 -0.30 2 0 1429853361
-1.41 0.08 -0.33 3 2 1429853365
-1.06 0.06 -0.21 100 4 1429853370
-11.52 0.69 -1.83 2 6 1429853375
-66.87 4.03 8.23 43 7 1429853377
-1.59 0.10 -0.20 98 8 1429853379
-22.17 1.34 -1.94 7 10 1429853384
-19.85 1.20 -1.04 20 12 1429853389
-20.31 1.22 -0.36 2 14 1429853393
-1.13 0.07 -0.30 2 0 1429853416
-1.41 0.09 -0.33 2 2 1429853421
-1.06 0.07 -0.21 100 4 1429853425
-11.52 0.73 -1.83 2 6 1429853430
-67.15 4.28 8.26 43 7 1429853432
-1.59 0.10 -0.20 95 8 1429853435
-22.15 1.41 -1.94 10 10 1429853439
-19.88 1.27 -1.04 17 12 1429853444
-1.12 0.08 -0.30 2 0 1429853471
-1.43 0.10 -0.33 1 2 1429853476
-1.07 0.07 -0.21 100 4 1429853481
-11.51 0.78 -1.83 2 6 1429853485
-67.17 4.54 8.27 43 7 1429853488
-1.60 0.11 -0.20 89 8 1429853490
-64.47 4.36 10.23 34 9 1429853492
-20.64 1.40 -1.81 2 10 1429853495
-19.90 1.35 -1.05 18 12 1429853499
-1.12 0.08 -0.30 2 0 1429853527
-1.40 0.10 -0.32 2 2 1429853531
