X Y Z Reflectivity LaserID Timestamp 
-1.14 0.01 -0.31 2 0 835045151
-1.39 0.01 -0.32 1 2 835045155
-27.50 0.15 1.44 25 3 835045157
-1.07 0.01 -0.21 100 4 835045160
-12.23 0.07 -1.94 4 6 835045164
-54.37 0.29 6.68 27 7 835045167
-1.59 0.01 -0.20 100 8 835045169
-21.74 0.12 -1.90 2 10 835045174
-26.69 0.14 5.19 7 11 835045176
-21.00 0.11 -1.10 3 12 835045178
-23.96 0.13 5.53 2 13 835045180
-21.90 0.12 -0.38 6 14 835045183
-1.14 0.01 -0.31 2 0 835045206
-21.52 0.19 0.38 2 1 835045208
-1.39 0.01 -0.32 1 2 835045210
-27.43 0.24 1.44 25 3 835045213
-1.06 0.01 -0.21 100 4 835045215
-12.24 0.11 -1.94 4 6 835045220
-22.92 0.20 2.81 5 7 835045222
-1.58 0.01 -0.19 100 8 835045224
-21.76 0.19 -1.90 5 10 835045229
-24.38 0.22 4.74 6 11 835045231
-21.10 0.19 -1.11 7 12 835045233
-23.88 0.21 5.51 2 13 835045236
-22.03 0.20 -0.38 6 14 835045238
-1.14 0.01 -0.31 2 0 835045261
-23.23 0.29 0.41 6 1 835045263
-1.41 0.02 -0.32 1 2 835045266
-25.42 0.32 1.33 6 3 835045268
-1.05 0.01 -0.20 100 4 835045270
-12.25 0.15 -1.94 4 6 835045275
-24.05 0.30 2.95 5 7 835045277
-1.58 0.02 -0.19 100 8 835045280
-21.94 0.27 -1.92 5 10 835045284
-24.22 0.30 4.71 6 11 835045286
-22.75 0.28 -1.19 4 12 835045289
-22.43 0.28 5.18 2 13 835045291
-22.13 0.27 -0.39 3 14 835045293
-1.14 0.02 -0.30 2 0 835045316
-23.21 0.37 0.41 3 1 835045319
-1.42 0.02 -0.33 2 2 835045321
-1.07 0.02 -0.21 100 4 835045326
-27.85 0.44 2.44 9 5 835045328
-12.26 0.19 -1.94 3 6 835045330
-24.06 0.38 2.95 5 7 835045333
-1.58 0.03 -0.19 100 8 835045335
-21.84 0.35 -1.91 7 10 835045339
