X Y Z Reflectivity LaserID Timestamp 
-1.15 0.01 -0.31 2 0 966344716
-1.39 0.01 -0.32 2 2 966344720
-1.06 0.01 -0.21 100 4 966344725
-11.79 0.08 -1.87 6 6 966344730
-1.59 0.01 -0.20 100 8 966344734
-23.05 0.16 -2.02 6 10 966344739
-1.13 0.01 -0.30 2 0 966344771
-1.41 0.01 -0.33 2 2 966344776
-1.06 0.01 -0.21 100 4 966344780
-11.79 0.12 -1.87 3 6 966344785
-1.59 0.02 -0.20 100 8 966344790
-23.08 0.24 -2.02 6 10 966344794
-1.12 0.02 -0.30 4 0 966344826
-1.40 0.02 -0.32 2 2 966344831
-1.06 0.01 -0.21 100 4 966344836
-11.76 0.16 -1.86 2 6 966344840
-1.60 0.02 -0.20 100 8 966344845
-23.11 0.32 -2.02 6 10 966344849
-1.14 0.02 -0.30 4 0 966344882
-1.41 0.02 -0.33 2 2 966344886
-1.06 0.02 -0.21 100 4 966344891
-11.78 0.21 -1.87 5 6 966344896
-1.60 0.03 -0.20 100 8 966344900
-23.15 0.40 -2.03 6 10 966344905
-1.14 0.02 -0.31 2 0 966344937
-1.40 0.03 -0.32 1 2 966344942
-1.06 0.02 -0.21 100 4 966344946
-11.78 0.24 -1.87 6 6 966344951
-1.60 0.03 -0.20 100 8 966344955
-23.21 0.48 -2.03 6 10 966344960
-1.15 0.03 -0.31 2 0 966344992
-1.41 0.03 -0.33 2 2 966344997
-1.07 0.03 -0.21 100 4 966345002
-11.77 0.29 -1.87 7 6 966345006
-1.59 0.04 -0.20 100 8 966345011
-23.27 0.56 -2.04 6 10 966345015
-1.14 0.03 -0.30 2 0 966345048
-1.40 0.04 -0.32 2 2 966345052
-1.06 0.03 -0.21 100 4 966345057
-11.77 0.33 -1.87 7 6 966345061
-1.60 0.04 -0.20 100 8 966345066
-23.29 0.65 -2.04 6 10 966345071
-1.12 0.04 -0.30 2 0 966345103
-1.40 0.04 -0.32 2 2 966345107
-1.06 0.03 -0.21 100 4 966345112
-11.77 0.37 -1.86 7 6 966345117
-1.60 0.05 -0.20 100 8 966345121
-23.33 0.73 -2.04 6 10 966345126
-1.13 0.04 -0.30 2 0 966345158
-1.41 0.05 -0.33 2 2 966345163
-1.07 0.04 -0.21 100 4 966345167
-11.75 0.41 -1.86 7 6 966345172
-1.60 0.06 -0.20 100 8 966345177
-23.37 0.82 -2.05 6 10 966345181
-1.15 0.04 -0.31 2 0 966345213
-1.40 0.05 -0.32 2 2 966345218
-1.07 0.04 -0.21 100 4 966345223
-11.75 0.45 -1.86 8 6 966345227
-1.60 0.06 -0.20 100 8 966345232
-23.42 0.90 -2.05 6 10 966345236
-1.14 0.05 -0.31 2 0 966345269
-1.41 0.06 -0.33 2 2 966345273
-1.07 0.04 -0.21 100 4 966345278
-11.76 0.49 -1.86 8 6 966345283
-1.59 0.07 -0.20 100 8 966345287
-23.47 0.98 -2.06 6 10 966345292
-1.13 0.05 -0.30 2 0 966345324
-1.41 0.06 -0.33 1 2 966345329
-1.06 0.05 -0.21 100 4 966345333
-11.76 0.53 -1.86 8 6 966345338
-1.58 0.07 -0.19 100 8 966345342
-23.49 1.06 -2.06 6 10 966345347
-1.13 0.05 -0.30 2 0 966345379
-53.28 2.60 0.93 19 1 966345382
-1.42 0.07 -0.33 2 2 966345384
-1.06 0.05 -0.21 100 4 966345388
-11.76 0.57 -1.87 8 6 966345393
-1.59 0.08 -0.20 100 8 966345398
-23.52 1.15 -2.06 6 10 966345402
-1.15 0.06 -0.31 2 0 966345435
-1.42 0.07 -0.33 1 2 966345439
-1.07 0.06 -0.21 100 4 966345444
-11.75 0.61 -1.86 7 6 966345448
-1.60 0.08 -0.20 100 8 966345453
-23.57 1.23 -2.07 6 10 966345458
-1.16 0.06 -0.31 2 0 966345490
-1.40 0.08 -0.32 2 2 966345494
-53.37 2.97 2.80 26 3 966345497
-1.07 0.06 -0.21 100 4 966345499
-11.76 0.66 -1.87 7 6 966345504
-1.60 0.09 -0.20 100 8 966345508
-23.61 1.32 -2.07 6 10 966345513
-1.16 0.07 -0.31 2 0 966345545
-53.09 3.14 0.93 19 1 966345547
-1.39 0.08 -0.32 3 2 966345550
-48.99 2.90 2.57 22 3 966345552
-1.07 0.06 -0.21 100 4 966345554
-11.77 0.70 -1.87 7 6 966345559
-1.60 0.09 -0.20 100 8 966345564
-23.64 1.40 -2.07 6 10 966345568
-53.14 3.15 -0.93 19 14 966345577
-1.15 0.07 -0.31 2 0 966345600
-1.42 0.09 -0.33 2 2 966345605
-1.06 0.07 -0.21 100 4 966345610
-49.12 3.08 4.31 19 5 966345612
-11.77 0.74 -1.87 7 6 966345614
-1.59 0.10 -0.20 100 8 966345619
-23.66 1.48 -2.07 6 10 966345624
-44.62 2.80 -2.34 19 12 966345628
-1.13 0.07 -0.30 2 0 966345656
-48.96 3.24 0.86 18 1 966345658
-1.41 0.09 -0.33 1 2 966345660
-1.06 0.07 -0.21 100 4 966345665
-11.77 0.78 -1.87 6 6 966345670
-1.59 0.11 -0.20 98 8 966345674
-23.67 1.57 -2.08 6 10 966345679
-44.29 2.93 -2.33 18 12 966345683
-1.13 0.08 -0.30 2 0 966345711
-1.42 0.10 -0.33 2 2 966345716
-1.06 0.07 -0.21 100 4 966345720
-11.76 0.82 -1.87 6 6 966345725
-1.60 0.11 -0.20 92 8 966345729
-23.72 1.65 -2.08 6 10 966345734
-44.00 3.07 -2.31 18 12 966345739
-48.92 3.41 -0.86 17 14 966345743
-1.14 0.08 -0.31 2 0 966345766
-1.41 0.10 -0.33 2 2 966345771
-1.07 0.08 -0.21 100 4 966345776
-11.77 0.86 -1.87 6 6 966345780
-1.60 0.12 -0.20 98 8 966345785
-23.76 1.74 -2.08 6 10 966345789
-43.89 3.22 -2.31 18 12 966345794
-1.14 0.09 -0.31 2 0 966345822
-1.41 0.11 -0.33 2 2 966345826
-1.07 0.08 -0.21 100 4 966345831
-11.77 0.90 -1.87 5 6 966345835
-1.59 0.12 -0.20 89 8 966345840
-23.80 1.83 -2.09 6 10 966345845
-43.73 3.36 -2.30 18 12 966345849
-1.13 0.09 -0.30 2 0 966345877
-1.41 0.11 -0.33 2 2 966345882
-1.06 0.08 -0.21 100 4 966345886
-11.78 0.95 -1.87 5 6 966345891
-1.59 0.13 -0.20 89 8 966345895
-23.83 1.91 -2.09 6 10 966345900
-43.63 3.50 -2.29 18 12 966345905
-1.13 0.09 -0.30 4 0 966345932
-1.42 0.12 -0.33 2 2 966345937
-1.06 0.09 -0.21 100 4 966345941
-11.79 0.99 -1.87 5 6 966345946
-1.59 0.13 -0.20 89 8 966345951
-23.85 2.00 -2.09 6 10 966345955
-43.51 3.65 -2.29 18 12 966345960
-1.11 0.10 -0.30 2 0 966345988
-1.42 0.12 -0.33 3 2 966345992
-1.06 0.09 -0.21 100 4 966345997
-11.78 1.03 -1.87 5 6 966346001
-1.59 0.14 -0.20 86 8 966346006
-23.86 2.08 -2.10 6 10 966346011
-43.34 3.78 -2.28 17 12 966346015
-1.15 0.10 -0.31 2 0 966346043
-1.40 0.13 -0.32 2 2 966346047
-49.14 4.46 2.59 23 3 966346050
-1.06 0.10 -0.21 91 4 966346052
-11.80 1.07 -1.88 5 6 966346057
-1.60 0.15 -0.20 83 8 966346061
-23.92 2.17 -2.10 6 10 966346066
-43.15 3.92 -2.27 17 12 966346070
-1.15 0.11 -0.31 2 0 966346098
-1.39 0.13 -0.32 1 2 966346103
-1.08 0.10 -0.21 96 4 966346107
-11.80 1.11 -1.88 4 6 966346112
-1.59 0.15 -0.20 80 8 966346117
-23.96 2.26 -2.11 6 10 966346121
-43.00 4.06 -2.26 17 12 966346126
-1.13 0.11 -0.30 2 0 966346153
-1.40 0.14 -0.32 1 2 966346158
-1.06 0.10 -0.21 96 4 966346163
-11.81 1.16 -1.88 4 6 966346167
-1.59 0.16 -0.20 80 8 966346172
-23.98 2.35 -2.11 6 10 966346176
-42.93 4.20 -2.26 17 12 966346181
-1.12 0.11 -0.30 2 0 966346209
-1.41 0.14 -0.33 1 2 966346213
-1.07 0.11 -0.21 96 4 966346218
-11.80 1.20 -1.88 4 6 966346223
-1.59 0.16 -0.20 74 8 966346227
-24.00 2.43 -2.11 6 10 966346232
-42.94 4.35 -2.26 17 12 966346236
-1.13 0.12 -0.31 2 0 966346264
-1.41 0.15 -0.33 2 2 966346269
-1.07 0.11 -0.21 98 4 966346273
-11.80 1.24 -1.88 4 6 966346278
-1.60 0.17 -0.20 77 8 966346282
-24.04 2.52 -2.11 6 10 966346287
-42.87 4.50 -2.26 17 12 966346292
-1.14 0.12 -0.31 2 0 966346319
-1.40 0.15 -0.33 2 2 966346324
-1.08 0.12 -0.21 92 4 966346329
-11.80 1.28 -1.88 4 6 966346333
-1.60 0.17 -0.20 74 8 966346338
-24.09 2.61 -2.12 6 10 966346342
-42.77 4.64 -2.25 17 12 966346347
-1.13 0.13 -0.31 2 0 966346375
