X Y Z Reflectivity LaserID Timestamp 
-1.11 0.00 -0.30 2 0 1468971836
-1.39 0.01 -0.32 2 2 1468971840
-1.06 0.00 -0.21 100 4 1468971845
-11.91 0.05 -1.89 7 6 1468971850
-1.60 0.01 -0.20 77 8 1468971854
-23.64 0.10 -2.07 6 10 1468971859
-1.11 0.01 -0.30 2 0 1468971891
-1.39 0.01 -0.32 2 2 1468971896
-1.07 0.01 -0.21 100 4 1468971900
-11.90 0.09 -1.89 7 6 1468971905
-1.60 0.01 -0.20 77 8 1468971910
-23.62 0.18 -2.07 6 10 1468971914
-1.14 0.01 -0.31 2 0 1468971946
-1.38 0.02 -0.32 2 2 1468971951
-1.06 0.01 -0.21 100 4 1468971956
-11.91 0.13 -1.89 7 6 1468971960
-1.59 0.02 -0.19 80 8 1468971965
-23.61 0.26 -2.07 3 10 1468971970
-45.10 0.50 -2.36 19 12 1468971974
-1.14 0.02 -0.30 4 0 1468972002
-1.38 0.02 -0.32 2 2 1468972006
-1.05 0.02 -0.20 100 4 1468972011
-11.91 0.17 -1.89 7 6 1468972016
-1.59 0.02 -0.19 77 8 1468972020
-23.58 0.35 -2.06 9 10 1468972025
-1.13 0.02 -0.30 4 0 1468972057
-1.40 0.03 -0.32 2 2 1468972062
-1.06 0.02 -0.21 100 4 1468972066
-11.91 0.21 -1.89 7 6 1468972071
-1.60 0.03 -0.20 72 8 1468972075
-23.53 0.42 -2.06 15 10 1468972080
-1.13 0.02 -0.30 2 0 1468972112
-1.39 0.03 -0.32 2 2 1468972117
-1.06 0.02 -0.21 100 4 1468972122
-11.89 0.26 -1.88 7 6 1468972126
-1.60 0.03 -0.20 72 8 1468972131
-23.52 0.51 -2.06 9 10 1468972135
-64.85 1.39 -1.13 141 14 1468972145
-1.14 0.03 -0.31 2 0 1468972168
-1.39 0.03 -0.32 2 2 1468972172
-1.06 0.03 -0.21 100 4 1468972177
-11.89 0.30 -1.88 7 6 1468972181
-1.60 0.04 -0.20 72 8 1468972186
-23.55 0.59 -2.06 6 10 1468972191
-1.15 0.03 -0.31 2 0 1468972223
-1.40 0.04 -0.32 2 2 1468972228
-1.06 0.03 -0.21 100 4 1468972232
-11.89 0.34 -1.88 4 6 1468972237
-1.59 0.05 -0.19 72 8 1468972241
