X Y Z Reflectivity LaserID Timestamp 
-1.13 0.00 -0.30 2 0 855853812
-35.15 0.09 0.61 8 1 855853815
-1.41 0.00 -0.32 1 2 855853817
-1.05 0.00 -0.20 100 4 855853822
-11.87 0.03 -1.88 1 6 855853826
-1.59 0.00 -0.19 100 8 855853831
-18.98 0.05 -1.66 19 10 855853835
-35.49 0.09 -1.86 11 12 855853840
-52.32 0.13 -0.91 19 14 855853845
-1.12 0.01 -0.30 2 0 855853868
-1.40 0.01 -0.32 2 2 855853872
-1.06 0.01 -0.21 100 4 855853877
-11.86 0.07 -1.88 1 6 855853882
-1.60 0.01 -0.20 100 8 855853886
-18.95 0.11 -1.66 24 10 855853891
-35.54 0.20 -1.86 11 12 855853895
-52.71 0.30 -0.92 19 14 855853900
-1.14 0.01 -0.30 2 0 855853923
-78.55 0.74 1.37 60 1 855853925
-1.41 0.01 -0.33 2 2 855853928
-1.06 0.01 -0.21 100 4 855853932
-11.85 0.11 -1.88 1 6 855853937
-1.59 0.01 -0.20 100 8 855853941
-35.56 0.34 -1.86 11 12 855853951
-53.15 0.50 -0.93 19 14 855853955
-1.14 0.01 -0.31 2 0 855853978
-1.40 0.02 -0.32 2 2 855853983
-1.06 0.01 -0.21 100 4 855853988
-11.83 0.15 -1.87 1 6 855853992
-1.57 0.02 -0.19 100 8 855853997
-35.59 0.45 -1.87 11 12 855854006
-53.59 0.68 -0.94 20 14 855854011
-1.14 0.02 -0.30 4 0 855854034
-79.94 1.31 1.40 63 1 855854036
-1.41 0.02 -0.33 2 2 855854038
-1.05 0.02 -0.20 100 4 855854043
-11.84 0.19 -1.88 2 6 855854047
-1.58 0.03 -0.19 100 8 855854052
-18.80 0.31 -1.64 133 10 855854057
-53.92 0.88 -2.83 28 12 855854061
-54.02 0.89 -0.94 20 14 855854066
-1.13 0.02 -0.30 4 0 855854089
-1.40 0.03 -0.32 1 2 855854093
-1.06 0.02 -0.21 100 4 855854098
-11.80 0.23 -1.87 2 6 855854103
-1.59 0.03 -0.19 100 8 855854107
-18.74 0.37 -1.64 137 10 855854112
-19.99 0.40 -1.05 6 12 855854116
-54.50 1.08 -0.95 20 14 855854121
-1.14 0.03 -0.30 2 0 855854144
-1.42 0.03 -0.33 2 2 855854149
-1.07 0.02 -0.21 100 4 855854153
-11.77 0.27 -1.87 4 6 855854158
-1.58 0.04 -0.19 100 8 855854163
-18.69 0.43 -1.64 132 10 855854167
-20.03 0.46 -1.05 3 12 855854172
-54.95 1.28 -0.96 20 14 855854176
-1.15 0.03 -0.31 2 0 855854199
-1.39 0.04 -0.32 2 2 855854204
-1.07 0.03 -0.21 100 4 855854209
-11.73 0.31 -1.86 4 6 855854213
-1.58 0.04 -0.19 100 8 855854218
-18.67 0.50 -1.63 136 10 855854222
-55.36 1.47 -0.97 21 14 855854232
-1.15 0.03 -0.31 2 0 855854255
-55.31 1.67 0.97 19 1 855854257
-1.40 0.04 -0.32 2 2 855854259
-1.07 0.03 -0.21 100 4 855854264
-11.30 0.34 -1.79 4 6 855854269
-1.58 0.05 -0.19 100 8 855854273
-18.63 0.56 -1.63 150 10 855854278
-55.86 1.69 -0.98 21 14 855854287
-1.14 0.04 -0.31 2 0 855854310
-55.35 1.86 0.97 19 1 855854312
-1.39 0.05 -0.32 2 2 855854315
-1.06 0.04 -0.21 100 4 855854319
-11.29 0.38 -1.79 4 6 855854324
-1.58 0.05 -0.19 100 8 855854328
-56.33 1.89 -0.98 21 14 855854342
-1.14 0.04 -0.30 2 0 855854365
-1.41 0.05 -0.33 2 2 855854370
-1.07 0.04 -0.21 100 4 855854374
-11.29 0.42 -1.79 4 6 855854379
-1.58 0.06 -0.19 100 8 855854384
-18.53 0.69 -1.62 28 10 855854388
-56.83 2.11 -0.99 22 14 855854398
-1.14 0.05 -0.30 2 0 855854421
-1.41 0.06 -0.33 2 2 855854425
-1.07 0.04 -0.21 100 4 855854430
-11.34 0.46 -1.80 8 6 855854434
-1.59 0.06 -0.19 100 8 855854439
-18.50 0.75 -1.62 33 10 855854444
-57.26 2.32 -1.00 22 14 855854453
-1.13 0.05 -0.30 2 0 855854476
-1.39 0.06 -0.32 2 2 855854480
-1.08 0.05 -0.21 100 4 855854485
-11.40 0.50 -1.81 8 6 855854490
-1.58 0.07 -0.19 100 8 855854494
-18.50 0.81 -1.62 36 10 855854499
-57.80 2.54 -1.01 22 14 855854508
-1.14 0.05 -0.31 2 0 855854531
-1.40 0.07 -0.32 2 2 855854536
-1.08 0.05 -0.21 100 4 855854540
