X Y Z Reflectivity LaserID Timestamp 
-1.11 0.00 -0.30 2 0 3068048320
-1.39 0.00 -0.32 2 2 3068048324
-1.05 0.00 -0.20 100 4 3068048329
-11.38 0.02 -1.80 4 6 3068048333
-1.58 0.00 -0.19 86 8 3068048338
-21.70 0.04 -1.90 5 10 3068048343
-1.13 0.01 -0.30 2 0 3068048375
-1.39 0.01 -0.32 2 2 3068048379
-1.06 0.01 -0.21 100 4 3068048384
-11.37 0.06 -1.80 4 6 3068048389
-1.58 0.01 -0.19 86 8 3068048393
-21.70 0.12 -1.90 5 10 3068048398
-1.14 0.01 -0.30 2 0 3068048430
-1.37 0.01 -0.32 2 2 3068048435
-1.06 0.01 -0.21 100 4 3068048439
-11.38 0.10 -1.80 4 6 3068048444
-1.58 0.01 -0.19 86 8 3068048449
-21.74 0.19 -1.90 5 10 3068048453
-52.71 0.47 -0.92 19 14 3068048462
-1.12 0.01 -0.30 2 0 3068048485
-1.39 0.02 -0.32 2 2 3068048490
-1.06 0.01 -0.21 100 4 3068048495
-11.38 0.14 -1.80 4 6 3068048499
-1.58 0.02 -0.19 80 8 3068048504
-21.78 0.27 -1.91 5 10 3068048508
-52.68 0.65 -0.92 19 14 3068048518
-1.13 0.02 -0.30 2 0 3068048541
-89.93 1.41 1.57 63 1 3068048543
-1.40 0.02 -0.32 2 2 3068048545
-1.05 0.02 -0.20 100 4 3068048550
-11.38 0.18 -1.80 4 6 3068048555
-1.57 0.02 -0.19 77 8 3068048559
-21.81 0.34 -1.91 5 10 3068048564
-52.67 0.83 -0.92 19 14 3068048573
-1.11 0.02 -0.30 2 0 3068048596
-1.39 0.03 -0.32 1 2 3068048601
-1.06 0.02 -0.21 100 4 3068048605
-11.38 0.22 -1.80 4 6 3068048610
-1.58 0.03 -0.19 74 8 3068048614
-21.84 0.42 -1.91 5 10 3068048619
-52.68 1.01 -0.92 19 14 3068048628
-1.13 0.03 -0.30 2 0 3068048651
-1.39 0.03 -0.32 2 2 3068048656
-1.07 0.02 -0.21 98 4 3068048660
-11.37 0.26 -1.80 4 6 3068048665
-1.59 0.04 -0.19 68 8 3068048670
