
X Y Z V_r Mag
2.81793604534549358 -3.97671312742874683 0.103024527430534363 0 57.5
2.81689956414711595 -3.97671312742874683 0.128277450799942017 -0.0812000036239624023 52
2.81793604534549358 -3.97671312742874683 0.103024527430534363 0.0812000036239624023 51.5
2.89511253381625089 -4.01500721751845013 0.0232856720685958862 0 62
2.86128907295962298 -4.03789356277313871 0.104609526693820953 -0.0812000036239624023 56
2.90028674773314066 -4.01129591828795995 0.0185608956962823868 0.0812000036239624023 55.5
2.94103627176026095 -4.07207297109385191 -0.138388440012931824 0 56.5
2.94368744055746312 -4.07207297109385191 -0.0596091635525226593 -0.0812000036239624023 51
2.94215907734569582 -4.07207297109385191 -0.112017318606376648 0.0812000036239624023 50
5.1156116243751093 6.37827972552361988 1.10025811195373535 0 49
5.3346394692573984 6.35824304232137827 0.648079574108123779 0 73
5.31947504927399795 6.37280708070365876 0.629404902458190918 -0.0812000036239624023 66.5
5.35646951280265426 6.34679986930672868 0.576193630695343018 0.0812000036239624023 68
5.39454036180095553 6.4039780958554946 0.669333040714263916 0 78.5
5.36208605782275249 6.43021960583687324 0.678465902805328369 -0.0812000036239624023 72
5.37701990082674097 6.43021960583687324 0.547672152519226074 0.162400007247924805 45.5
5.36739812164922903 6.43021960583687324 0.635075211524963379 0.0812000036239624023 73.5
5.40996170118052522 6.48763213097008684 0.684523642063140869 0 72
5.37851381469669132 6.50669471313748105 0.748429715633392334 -0.0812000036239624023 65.5
5.41532119402446099 6.48763213097008684 0.64074552059173584 0.0812000036239624023 67
5.45291127530670128 6.58350721039969589 -0.160291865468025208 0 55
8.28628362199718893 -2.34545678333987384 1.68433141708374023 0 58
8.26376679500212319 -2.38602803204654723 1.73714113235473633 -0.0812000036239624023 51.5
8.26376679500212319 -2.38602803204654723 1.73714113235473633 0.0812000036239624023 52
8.53422643989972052 -2.26486718196416792 0.599888324737548828 0 72
8.53802217403870145 -2.24496112274768622 0.620353996753692627 -0.0812000036239624023 66
8.53422643989972052 -2.26486718196416792 0.599888324737548828 0.0812000036239624023 66.5
8.62196295099415622 -2.24837247009588959 0.512057840824127197 0 75.5
8.62329612448913885 -2.23610456475310482 0.542429208755493164 -0.0812000036239624023 69.5
8.62458125860334945 -2.24837247009588959 0.465883076190948486 0.0812000036239624023 70
8.69441623536348729 -2.26726630794580153 0.516360819339752197 0 68
8.70031033790192332 -2.24139967844046728 0.529837071895599365 -0.0812000036239624023 61.5
8.69705654550120499 -2.26726630794580153 0.469798058271408081 0.0812000036239624023 62
8.77313000312997282 -2.17729560575609149 0.804497778415679932 -0.0812000036239624023 47
8.68818635301706443 4.04389154909472559 -0.567773103713989258 -0.162400007247924805 45.5
8.78052219523116761 3.95700395839090513 -0.92205500602722168 0 55.5
8.74394786001601432 4.04525977536693215 -0.885935127735137939 -0.0812000036239624023 64
